drink_name,ingredient,measurement,unit
Aperol Mist,fresh lemon juice,1.0,ounce
Aperol Mist,Hefeweizenstyle Belgian beer (such as Hoegaarden),N/A,N/A
Aperol Mist,Lemon twist,N/A,N/A
Grilled Bloody Mary,"pounds red tomatoes, halved",2.0,
Grilled Bloody Mary,"lemons, halved",2.0,
Grilled Bloody Mary,"small-to-medium celery stalks, preferably with leaves",7.0,
Grilled Bloody Mary,Worcestershire sauce,5.5,tablespoons
Grilled Bloody Mary,freshly grated horseradish,5.5,teaspoons
Grilled Bloody Mary,sugar,5.5,teaspoons
Grilled Bloody Mary,"kosher salt, plus more, for seasoning",5.5,teaspoons
Grilled Bloody Mary,"freshly ground black pepper, plus more, for seasoning",0.5,teaspoon
Grilled Bloody Mary,) vodka,8.0,ounces (1 cup
Grilled Bloody Mary,"Tabasco sauce or Sriracha, for serving",N/A,N/A
Grilled Lemon Shandy,"lemons, halved plus 1 lemon, sliced into 6 rounds",6.0,
Grilled Lemon Shandy,simple syrup (see Note),0.5,cup
Grilled Lemon Shandy,ice water,3.25,cups
Grilled Lemon Shandy,pilsners,12.0,-ounce
ExtraStormy Dark and Stormy,Lemon-Ginger Brew,2.0,ounces
ExtraStormy Dark and Stormy,dark rum,2.0,ounces
ExtraStormy Dark and Stormy,Club soda,N/A,N/A
ExtraStormy Dark and Stormy,Lime wedge,N/A,N/A
ExtraStormy Dark and Stormy,Candied ginger,N/A,N/A
The Elvis,fresh pink grapefruit juice,3.0,ounces
The Elvis,London dry gin,5.5,ounces
The Elvis,St-Germain (elderflower liqueur),0.25,ounce
The Elvis,India Pale Ale (for serving),N/A,N/A
The Elvis,Grapefruit twist (for serving),N/A,N/A
Past Derby Winner,"fresh mint leaves, plus more for garnish",3.0,
Past Derby Winner,"drops Meyer lemon bitters, such as Brooklyn Hemispherical*",10.0,
Past Derby Winner,freshly squeezed lemon juice,0.75,ounce
Past Derby Winner,mint simple syrup,0.5,ounce
Past Derby Winner,Rok Hill Farms Bourbon or Blanton's,1.0,ounce
Past Derby Winner,Sparkling wine such as Prosecco,N/A,N/A
Roman Holiday Cocktail,"mint leaves, plus sprig for serving",8.0,
Roman Holiday Cocktail,simple syrup,0.5,ounces
Roman Holiday Cocktail,Averna Amaro Siciliano,1.0,ounce
Roman Holiday Cocktail,Italian sweet vermouth (such as Carpano Antica Formula),1.0,ounce
Roman Holiday Cocktail,fresh lemon juice,0.75,ounces
Roman Holiday Cocktail,Lemon wedge (for serving),N/A,N/A
The Byrrh Special,Byrrh,5.5,ounces
The Byrrh Special,London dry gin,5.5,ounces
The Byrrh Special,Lemon twist (for serving),N/A,N/A
Blackberry Moonshine,"unaged white whiskey (e.g., moonshine)",0.75,ounce
Blackberry Moonshine,blackberry liqueur,0.25,ounce
Blackberry Moonshine,blackberry puree (or muddle one blackberry with a splash of simple syrup),0.25,ounce
Blackberry Moonshine,lemon wedge,1.0,
Irish Flag,Bottom: Green crème de menthe,N/A,N/A
Irish Flag,,43.0,
Irish Flag,Top: Baileys Irish Cream,N/A,N/A
Chipotle Sangrita,tomato juice,1.0,cup
Chipotle Sangrita,chipotle puree in adobo sauce,1.0,teaspoon
Chipotle Sangrita,lemon wedge,1.0,
Chipotle Sangrita,of reposado tequila,5.5,-ounce chilled shot
Fighting Irish,"12-year-old Irish whiskey, such as Redbreast",0.75,ounce
Fighting Irish,"12-year-old single-malt Scotch whisky, such as Bowmore",0.75,ounce
Fighting Irish,Green Chartreuse,0.75,ounce
Fighting Irish,freshly squeezed lemon juice,0.75,ounce
Fighting Irish,fresh pineapple juice,0.75,ounce
Fighting Irish,orgeat syrup*,0.5,ounce
Fighting Irish,"habanero bitters, such as Bittermens",5.0,dashes
Fighting Irish,Freshly grated nutmeg for garnish,N/A,N/A
Fighting Irish,"*Orgeat is a sweet syrup made from almonds, sugar, and orange-flower or rose water. Fee Brothers and Torani orgeat syrups are available on Amazon.",N/A,N/A
Bloody Hell Bloody Mary,Worcestershire sauce,2.0,tablespoons
Bloody Hell Bloody Mary,freshly squeezed lemon juice,2.0,tablespoons
Bloody Hell Bloody Mary,prepared horseradish,1.0,teaspoon
Bloody Hell Bloody Mary,"hot sauce, such as Tabasco brand",0.5,teaspoon
Bloody Hell Bloody Mary,celery seed,0.25,teaspoon
Bloody Hell Bloody Mary,ground coriander,0.25,teaspoon
Bloody Hell Bloody Mary,freshly ground black pepper,0.25,teaspoon
Bloody Hell Bloody Mary,salt,0.25,teaspoon
Bloody Hell Bloody Mary,) tomato juice,2.0,cups (16 ounces
Bloody Hell Bloody Mary,") bacon flavored vodka, or substitute plain",0.5,-3/4 cup (4-6 ounces
Bloody Hell Bloody Mary,"Bacon Salt, such as J&D's brand",2.0,tablespoons
Bloody Hell Bloody Mary,Lime wedges,N/A,N/A
Bloody Hell Bloody Mary,Bacon Twists for garnish,N/A,N/A
Orange Mint Julep,orange (removed in strips with a vegetable peeler),1.0,
Orange Mint Julep,sugar,0.5,cup
Orange Mint Julep,"orange, cut into 4 pieces",0.5,
Orange Mint Julep,bunch mint,1.0,
Orange Mint Julep,Orange bitters,N/A,N/A
Orange Mint Julep,bourbon,8.0,ounces
Herbed Feta Dip,feta,6.0,ounces
Herbed Feta Dip,finely chopped fresh flat-leaf parsley,0.5,cup
Herbed Feta Dip,finely chopped fresh mint,0.25,cup
Herbed Feta Dip,"finely chopped fresh dill, plus torn sprigs for serving",2.0,tablespoons
Herbed Feta Dip,Kosher salt and freshly ground black pepper,N/A,N/A
Herbed Feta Dip,Olive oil,N/A,N/A
Spicy Spiked Hot Chocolate,whole milk,2.0,cups
Spicy Spiked Hot Chocolate,heavy cream,1.0,cup
Spicy Spiked Hot Chocolate,sugar,0.3333333333333333,cup
Spicy Spiked Hot Chocolate,"ancho chile, lightly crushed",0.5,
Spicy Spiked Hot Chocolate,cinnamon stick,1.0,
Spicy Spiked Hot Chocolate,"vanilla bean, split lengthwise",0.5,
Spicy Spiked Hot Chocolate,"bittersweet chocolate (at least 70% cacao), chopped",3.0,ounces
Spicy Spiked Hot Chocolate,"Xtabentún, Pernod, or other anise-flavored liqueur",2.0,ounces
Nacho Vidal,"limes, halved",2.0,
Nacho Vidal,apple cider vinegar,0.75,cup
Nacho Vidal,sugar,0.75,cup
Nacho Vidal,honey,2.0,tablespoons
Nacho Vidal,crushed red pepper flakes,5.5,teaspoon
Nacho Vidal,tequila blanco,2.0,cups
Nacho Vidal,Campari,5.5,cups
Nacho Vidal,fresh lemon juice,0.75,cup
Nacho Vidal,fresh lime juice,0.75,cup
Nacho Vidal,lime wedges (for serving),8.0,
Red Red Red,cooked beets*,8.0,ounces
Red Red Red,chunks,1.0,"Granny Smith apple, peeled, cored, and cut into 1-inch"
Red Red Red,granulated sugar,1.0,cup
Red Red Red,water,2.75,cups
Red Red Red,apple cider vinegar,0.75,cup
Red Red Red,star anise pods,6.0,
Red Red Red,whole allspice berries,2.0,teaspoons
Red Red Red,"prosecco, chilled",750.0,-milliliter
Red Red Red,"*Use homemade roasted beets or store-bought vacuum-sealed beets. Avoid canned beets, which are too soft and waterlogged to use in cocktails.",N/A,N/A
Hot Toddy,honey,6.0,tablespoons
Hot Toddy,"bourbon, rye whiskey, or dark rum",8.0,ounces
Hot Toddy,boiling water,24.0,ounces
Hot Toddy,lemon slices,4.0,
Rompope Mexican Milk Egg Spice and Liquor Punch,blanched almonds,0.6666666666666666,cup
Rompope Mexican Milk Egg Spice and Liquor Punch,"granulated sugar, divided",5.5,cups plus 2 tablespoons
Rompope Mexican Milk Egg Spice and Liquor Punch,whole milk,6.0,cups
Rompope Mexican Milk Egg Spice and Liquor Punch,cinnamon sticks,2.0,
Rompope Mexican Milk Egg Spice and Liquor Punch,lemon*,1.0,
Rompope Mexican Milk Egg Spice and Liquor Punch,pure vanilla extract,1.0,teaspoon
Rompope Mexican Milk Egg Spice and Liquor Punch,baking soda,0.25,teaspoon
Rompope Mexican Milk Egg Spice and Liquor Punch,large egg yolks,8.0,
Rompope Mexican Milk Egg Spice and Liquor Punch,white rum or aguardiente**,1.0,cup
Rompope Mexican Milk Egg Spice and Liquor Punch,"*Remove the lemon rind with a vegetable peeler, being careful to avoid the white pith, which will impart a bitter flavor.",N/A,N/A
Rompope Mexican Milk Egg Spice and Liquor Punch,"% or higher) spirit distilled from fruits, grains, and commonly sugarcane. It's available at most liquor stores.",29.0,
Sage Brown Derby,rye whiskey,2.0,ounces
Sage Brown Derby,fresh red or pink grapefruit juice,1.0,ounce
Sage Brown Derby,fresh lime juice,0.5,ounce
Sage Brown Derby,agave syrup (nectar),0.25,ounce
Sage Brown Derby,bitters,2.0,dashes
Sage Brown Derby,fresh sage leaf,1.0,
Sustina Sour,clover honey,0.25,cup
Sustina Sour,fresh lemon juice,3.0,ounces
Sustina Sour,Grand Marnier or other orange liqueur,3.0,ounces
Sustina Sour,slivovitz or other plum brandy,3.0,ounces
Sustina Sour,gin,2.0,ounces
Sustina Sour,maraschino cherries,4.0,
Sustina Sour,small sprigs rosemary,4.0,
Tamarind Whiskey Sour,palm sugar or light brown sugar,0.3333333333333333,cup
Tamarind Whiskey Sour,bourbon,6.0,ounces
Tamarind Whiskey Sour,fresh lime juice,4.0,ounces
Tamarind Whiskey Sour,tamarind concentrate,2.0,ounces
Tamarind Whiskey Sour,Orange wedges and maraschino cherries (for serving),N/A,N/A
Tamarind Whiskey Sour,Ingredient info: Tamarind concentrate is available at Asian markets or online.,N/A,N/A
New York Sour,large egg white,1.0,
New York Sour,rye whiskey,4.0,ounces
New York Sour,fresh lemon juice,5.5,ounces
New York Sour,simple syrup,1.0,ounce
New York Sour,full-bodied red wine,1.0,ounce
Spiced Dark and Stormy,allspice berries,2.0,teaspoons
Spiced Dark and Stormy,black peppercorns,2.0,teaspoons
Spiced Dark and Stormy,""" strips orange zest (removed with a vegetable peeler)",41.0,
Spiced Dark and Stormy,dark rum,1750.0,-milliliter bottle
Spiced Dark and Stormy,fresh lime juice,3.0,ounces
Spiced Dark and Stormy,ginger beer,112.0,-ounce can
Spiced Dark and Stormy,lime wedges (for serving),2.0,
Spiced Dark and Stormy,A spice mill or mortar and pestle,N/A,N/A
Brans Dram,bag berry herbal tea,1.0,
Brans Dram,white rum,5.5,ounces
Brans Dram,fresh lemon juice,0.5,ounce
Brans Dram,honey,1.0,teaspoon
Brans Dram,A lemon twist,N/A,N/A
Puerto Rican Coconut Eggnog Coquito,evaporated milk,12.0,-ounce can
Puerto Rican Coconut Eggnog Coquito,large egg yolks,2.0,
Puerto Rican Coconut Eggnog Coquito,unsweetened coconut milk,15.0,-ounce can
Puerto Rican Coconut Eggnog Coquito,sweetened condensed milk,14.0,-ounce can
Puerto Rican Coconut Eggnog Coquito,white rum,1.0,cup
Puerto Rican Coconut Eggnog Coquito,ground cinnamon,0.25,teaspoon
Puerto Rican Coconut Eggnog Coquito,Pinch of salt,N/A,N/A
Pimms Iced Tea,ice cubes,N/A,N/A
Pimms Iced Tea,Pimm's No 1,0.3333333333333333,cup
Pimms Iced Tea,"brewed Orange Pekoe tea, chilled",0.75,cup
Pimms Iced Tea,agave syrup or honey,5.5,teaspoons
Pimms Iced Tea,freshly squeezed lemon juice,5.5,tablespoons
Pimms Iced Tea,"citrus wedges, mint sprigs, quartered strawberries and cucumber ribbons, to garnish",N/A,N/A
Cranberry Margarita,fresh cranberries,0.75,cup
Cranberry Margarita,sugar,0.25,cup
Cranberry Margarita,finely grated orange zest,1.0,teaspoon
Cranberry Margarita,fresh orange juice,2.0,tablespoons
Cranberry Margarita,kosher salt,1.0,tablespoon
Cranberry Margarita,sugar,1.0,tablespoon
Cranberry Margarita,Chinese five-spice powder,5.5,teaspoon
Cranberry Margarita,fresh juice,1.0,"lime wedge, plus 2 ounces"
Cranberry Margarita,fresh orange juice,4.0,ounces
Cranberry Margarita,tequila,6.0,ounces
The New England Express,sugar,0.3333333333333333,cup
The New England Express,sprigs thyme,8.0,
The New England Express,apple cider,2.0,cups
The New England Express,dark rum,5.5,cups
The New England Express,fresh lime juice,0.75,cup
The New England Express,Angostura bitters,1.0,teaspoon
The New England Express,Club soda,N/A,N/A
The New England Express,sprigs thyme,8.0,
The New England Express,lime slices,8.0,
Ginger Fi,""" piece ginger peeled, thinly sliced",3.0,
Ginger Fi,raw or granulated sugar,0.5,cup
Ginger Fi,chilled Prosecco,2750.0,-milliliter bottles
Ginger Fi,thin clementine or orange slices,8.0,
Dark Moon,cold-brew coffee,5.5,cups
Dark Moon,coffee liqueur,0.5,cup
Dark Moon,spiced rum,0.5,cup
Dark Moon,,112.0,"-ounce bottle Coca-Cola, preferably Mexican"
Dark Moon,heavy cream,0.5,cup
Bloody Beers,kosher salt,0.25,cup
Bloody Beers,crushed red pepper flakes,1.0,teaspoon
Bloody Beers,lime wedges,8.0,
Bloody Beers,tomato juice,2.0,cups
Bloody Beers,fresh lime juice,8.0,tablespoons
Bloody Beers,Hot sauce (such as Cholula),N/A,N/A
Bloody Beers,Worcestershire sauce,N/A,N/A
Bloody Beers,light lager,812.0,-ounce cans
Bloody Beers,Spicy Pickled Green Beans and Fennel (optional),N/A,N/A
Evening in Kingston,amber rum (such as Appleton Estate),5.5,cups
Evening in Kingston,Campari,1.0,cup
Evening in Kingston,sweet vermouth,1.0,cup
Evening in Kingston,sparkling wine,1.0,–2 750 milliliter bottles
Evening in Kingston,"orange twists, if desired",12.0,
Autumn Gin Sour,London dry gin,5.25,cups
Autumn Gin Sour,fresh lemon juice,1.0,cup
Autumn Gin Sour,Grand Marnier,0.75,cup
Autumn Gin Sour,large egg whites,4.0,
Autumn Gin Sour,orange marmalade,12.0,teaspoons
Hey Hey My My,Aperol,5.5,ounces
Hey Hey My My,fino Sherry,0.75,ounce
Hey Hey My My,fresh grapefruit juice,1.0,ounce
Hey Hey My My,fresh lemon juice,0.5,ounce
Hey Hey My My,honey simple syrup,0.25,ounce
CinnamonSugarCayenne Rim,sugar or evaporated cane juice,2.0,tablespoons
CinnamonSugarCayenne Rim,ground cinnamon,0.5,teaspoon
CinnamonSugarCayenne Rim,cayenne pepper,0.25,teaspoon
Suffering Baptist,Balcones True Blue Cask Strength Corn Whisky,5.5,ounces
Suffering Baptist,Plymouth Sloe Gin,1.0,ounce
Suffering Baptist,freshly squeezed lime juice,1.0,ounce
Suffering Baptist,Dash of Angostura bitters,N/A,N/A
Suffering Baptist,Maine Root ginger beer,2.0,ounces
Suffering Baptist,"Lime wheel, for garnish",N/A,N/A
Corpse Reviver ,Tenneyson Absinthe Royale or other blanche absinthe,0.75,ounce
Corpse Reviver ,St-Germain elderflower liqueur,0.75,ounce
Corpse Reviver ,orange liqueuer (we used Paula's Texas Orange; Cointreau also works well),0.75,ounce
Corpse Reviver ,freshly squeezed lemon juice,0.75,ounce
Corpse Reviver ,"Orange ""coin,"" for garnish",N/A,N/A
Joss Gin  Tonic,lime wheel,1.0,
Joss Gin  Tonic,strip lemon zest,1.0,
Joss Gin  Tonic,lemon verbena leaf,1.0,
Joss Gin  Tonic,juniper berries,3.0,
Joss Gin  Tonic,gin (preferably Hendrick's),5.5,ounces
Joss Gin  Tonic,tonic water,3.0,-4 ounces
Peach Julep,"""-piece ginger, peeled, thinly sliced",11.0,
Peach Julep,"whole cardamom pod, cracked",1.0,
Peach Julep,sugar,0.25,cup
Peach Julep,"ripe peaches, peeled, sliced",2.0,
Peach Julep,sprigs mint plus more for garnish,8.0,
Peach Julep,bourbon,8.0,ounces
Peach Julep,fresh lemon juice,4.0,ounces
Peach Julep,ginger beer,12.0,ounces
Raspberry and Aperol Floats,sprig thyme,1.0,
Raspberry and Aperol Floats,sugar,0.25,cup
Raspberry and Aperol Floats,(or more) Aperol,0.25,cup
Raspberry and Aperol Floats,),3.6666666666666665,cups raspberries (about 6 ounces
Raspberry and Aperol Floats,vanilla ice cream or gelato,1.0,pint
Raspberry and Aperol Floats,club soda,212.0,-ounce cans
Kaimuki Daiquiri,sugar,0.3333333333333333,cup
Kaimuki Daiquiri,white rum,2.0,cups
Kaimuki Daiquiri,fresh lime juice (from about 6 limes),0.75,cup
Kaimuki Daiquiri,celery bitters,6.0,dashes
Kaimuki Daiquiri,Basil flowers (optional; for serving),N/A,N/A
Whiskey Collins,lemon juice,2.0,tablespoons
Whiskey Collins,superfine sugar,1.0,teaspoon
Whiskey Collins,whiskey,2.0,ounces
Whiskey Collins,or 4 ice cubes,3.0,
Whiskey Collins,Chilled club soda,N/A,N/A
Whiskey Collins,Slice each of lemon and orange (optional),N/A,N/A
Whiskey Collins,Maraschino cherry (optional),N/A,N/A
CucumberCelery Margarita,Kosher salt,N/A,N/A
CucumberCelery Margarita,cucumber slices,4.0,
CucumberCelery Margarita,tequila,2.0,ounces
CucumberCelery Margarita,fresh lime juice,1.0,ounce
CucumberCelery Margarita,agave syrup (nectar),0.75,ounce
CucumberCelery Margarita,of celery shrub,4.0,dashes
Spiked Strawberry Lemon Spriter,honey,0.5,cup
Spiked Strawberry Lemon Spriter,"strawberries, plus more for garnish",8.0,
Spiked Strawberry Lemon Spriter,vodka,12.0,ounces
Spiked Strawberry Lemon Spriter,lemons,4.0,
Spiked Strawberry Lemon Spriter,sparkling water,16.0,ounces
Spiked Strawberry Lemon Spriter,"lemon, sliced",1.0,
Blue Hawaiian,pineapple juice,2.0,ounces
Blue Hawaiian,vodka,5.5,ounces
Blue Hawaiian,blue Curaçao liqueur,0.75,ounce
Blue Hawaiian,fresh lime juice,0.5,ounce
Blue Hawaiian,simple syrup,0.5,ounce
Blue Hawaiian,Splash of half-and-half,N/A,N/A
Blue Hawaiian,"Pineapple leaf and lime wheel, for garnish",N/A,N/A
Pia Colada,golden rum,2.0,ounces
Pia Colada,coconut cream,2.0,ounces
Pia Colada,pineapple juice,4.0,ounces
Pia Colada,or 3 ice cubes,2.0,
Pia Colada,Pineapple stick,N/A,N/A
Pia Colada,Maraschino cherry,N/A,N/A
Infinite Zest,vodka,2.0,ounces
Infinite Zest,limoncello,1.0,ounce
Infinite Zest,lemon juice,0.5,ounce
A Confederacy of Ounces,anise liqueur (like Herbsaint),0.5,ounce
A Confederacy of Ounces,rye whiskey,5.5,ounces
A Confederacy of Ounces,sugar,1.0,teaspoon
A Confederacy of Ounces,Peychaud's bitters,3.0,dashes
A Confederacy of Ounces,Angostura bitters,2.0,dashes
A Confederacy of Ounces,"Lemon twist, for garnish",N/A,N/A
Mai Tai,dark rum,2.0,ounces
Mai Tai,curaçao,0.5,ounce
Mai Tai,apricot brandy,0.5,ounce
Mai Tai,lime juice,5.5,tablespoons
Mai Tai,or 4 ice cubes,3.0,
Mai Tai,Pineapple spear,N/A,N/A
Eureka Tiki Punch,) honey,20.0,ounces (2 1/2 cups
Eureka Tiki Punch,) water,20.0,ounces (2 1/2 cups
Eureka Tiki Punch,) light-bodied aged amber rum (such as Appleton Estate Reserve),60.0,ounces (7 1/2 cups
Eureka Tiki Punch,) freshly squeezed lemon juice,60.0,ounces (7 1/2 cups
Eureka Tiki Punch,) Yellow Chartreuse,20.0,ounces (2 1/2 cups
Eureka Tiki Punch,) ice water,8.0,ounces (1 cup
Eureka Tiki Punch,Angostura bitters,1.0,tablespoon plus 3/4 teaspoon
Eureka Tiki Punch,) ginger ale (such as Fever-Tree),80.0,ounces (10 cups
Eureka Tiki Punch,large ice block or several smaller blocks,1.0,
Eureka Tiki Punch,"Lemon wheels, for garnish",N/A,N/A
Eureka Tiki Punch,"Fresh mint sprigs, for garnish",N/A,N/A
Eureka Tiki Punch,"Edible flowers, for garnish",N/A,N/A
StrawberryGinger Punch,sugar,0.3333333333333333,cup
StrawberryGinger Punch,"), divided",12.0,"ounces fresh strawberries, hulled, halved or quartered if large (about 3 cups"
StrawberryGinger Punch,""" piece ginger, peeled, thinly sliced, divided",13.0,
StrawberryGinger Punch,"(packed) fresh basil leaves, divided",0.5,cup
StrawberryGinger Punch,brandy,5.5,cups
StrawberryGinger Punch,fresh lime juice,3.0,tablespoons
StrawberryGinger Punch,club soda,212.0,-ounce cans
Sparkling TarragonGin Lemonade,large sprigs tarragon,10.0,
Sparkling TarragonGin Lemonade,"lemons, thinly sliced",2.0,
Sparkling TarragonGin Lemonade,sugar,2.0,tablespoons
Sparkling TarragonGin Lemonade,gin,0.75,cup
Sparkling TarragonGin Lemonade,St-Germain (elderflower liqueur),0.75,cup
Sparkling TarragonGin Lemonade,fresh lemon juice,0.3333333333333333,cup
Sparkling TarragonGin Lemonade,club soda,112.0,-ounce can
Wake County Cooler,vodka,750.0,-milliliter bottle
Wake County Cooler,loose-leaf black tea,0.6666666666666666,cup
Wake County Cooler,sugar,0.25,cup
Wake County Cooler,fresh lemon juice,0.5,ounce
Wake County Cooler,Lemon wedge,N/A,N/A
Wake County Cooler,Mint sprig,N/A,N/A
Wake County Cooler,Club soda,N/A,N/A
The Modern Martini,sugar,2.0,tablespoons
The Modern Martini,London dry gin,1750.0,-milliliter bottle
The Modern Martini,fresh cilantro leaves with tender stems,3.0,cups
The Modern Martini,fresh lime juice,0.25,cup
The Modern Martini,lime twists or rounds,8.0,
Matcharita,/50 ml Calle 23 tequila blanco,3.25,fl oz
Matcharita,tsp orange curaçao,2.0,
Matcharita,tsp unsalted yuzu juice,4.0,
Matcharita,tsp maraschino liqueur,2.0,
Matcharita,tsp brewed Japanese matcha tea,0.25,
Matcharita,ice cubes,N/A,N/A
Matcharita,black salt & lemon slices,N/A,N/A
Blackberry Mojitos,"fresh mint leaves, plus more for garnish",8.0,
Blackberry Mojitos,fresh blackberries,0.5,cup
Blackberry Mojitos,light agave syrup,1.0,tablespoon
Blackberry Mojitos,Ice cubes,N/A,N/A
Blackberry Mojitos,light rum,0.5,cup
Blackberry Mojitos,fresh lime juice,0.25,cup
Blackberry Mojitos,Crushed ice,N/A,N/A
Blackberry Mojitos,Lime-flavored club soda,N/A,N/A
Blackberry Mojitos,"Lime slices, for garnish",N/A,N/A
 North Pinckney Cocktail,fresh pink grapefruit juice (from 2-3 grapefruits),2.0,cups
 North Pinckney Cocktail,St-Germain (elderflower liqueur),0.5,cup
 North Pinckney Cocktail,Campari,0.25,cup
 North Pinckney Cocktail,chilled sparkling wine,1750.0,-milliliter bottle
Satans Circus,rye whiskey,2.0,ounces
Satans Circus,Heering Cherry Liqueur,0.75,ounce
Satans Circus,Chile-Infused Aperol,0.75,ounce
Satans Circus,fresh lemon juice,0.75,ounce
PineappleMint Mojito,sugar,0.75,cup
PineappleMint Mojito,(packed) fresh mint leaves,1.0,cup
PineappleMint Mojito,),0.25,"pineapple, peeled, cored, cut into 1"" pieces (about 1 1/2 cups"
PineappleMint Mojito,),0.25,"pineapple, peeled, cored, cut into 1"" pieces (about 1 1/2 cups"
PineappleMint Mojito,"limes, each cut into 8 wedges, divided",4.0,
PineappleMint Mojito,(packed) fresh mint leaves,0.5,cup
PineappleMint Mojito,light rum,2.0,cups
PineappleMint Mojito,Club soda (for serving),N/A,N/A
Michelada,kosher salt,1.0,teaspoon
Michelada,pure chile powder,0.5,teaspoon
Michelada,"lime, halved",1.0,
Michelada,fresh lime juice,2.0,tablespoons
Michelada,Worcestershire sauce,1.0,teaspoon
Michelada,Dash of hot sauce,N/A,N/A
Michelada,and dark),12.0,-ounce
El Molino,. Sombra Mezcal,1.5,oz
El Molino,. Lustau Palo Cortado Sherry,75.0,oz
El Molino,. St. Elizabeth Allspice Dram,25.0,oz
El Molino,. Marie Brizard White Crème de Cacao,25.0,oz
Pearl of Puebla,. Sombra Mezcal,2.0,oz
Pearl of Puebla,. Yellow Chartreuse,75.0,oz
Pearl of Puebla,. Lime Juice,75.0,oz
Pearl of Puebla,sprigs Fresh Oregano,4.0,
Pearl of Puebla,barspoon Ricard Pastis,1.0,
Pearl of Puebla,barspoon Agave Nectar,1.0,
Beer and a Smoke,. Sombra Mezcal,1.0,oz
Beer and a Smoke,. Lime Juice,75.0,oz
Beer and a Smoke,The Bitter Truth Celery Bitters,1.0,dash
Beer and a Smoke,Cholula,4.0,dashes
Sherry Pims Cup,"""-thick unpeeled cucumber slice",1.0,
Sherry Pims Cup,fresh lemon juice,1.0,tablespoon
Sherry Pims Cup,sugar,1.0,teaspoon
Sherry Pims Cup,Pimm's No. 1,2.0,ounces
Sherry Pims Cup,club soda,1.0,ounce
Sherry Pims Cup,Amontillado Sherry,0.5,ounce
Sherry Pims Cup,cucumber spear,1.0,
Sherry Pims Cup,Mint sprigs,N/A,N/A
Sherry Pims Cup,lime wedge,1.0,
The New York Sour,rye or bourbon whiskey,2.0,ounces
The New York Sour,fresh lemon juice,1.0,ounce
The New York Sour,simple syrup,1.0,ounce
The New York Sour,fruity red wine (such as Shiraz or Malbec),0.5,ounce
The Vespa,London dry gin,1.0,ounce
The Vespa,vodka,1.0,ounce
The Vespa,Cocchi Americano (Italian aperitif wine),0.5,ounce
The Vespa,a grapefruit twist,N/A,N/A
The Champagne Cocktail,The Truth Old Time Aromatic Bitters or Angostura bitters,1.0,dash
The Champagne Cocktail,sugar cube,1.0,
The Champagne Cocktail,""" twist from a lemon",6.0,
The Champagne Cocktail,chilled Champagne,5.0,ounces
Strawberry Lemonade Smash,hulled strawberries,3.0,
Strawberry Lemonade Smash,white rum,2.0,ounces
Strawberry Lemonade Smash,fresh lemon juice,1.0,ounce
Strawberry Lemonade Smash,simple syrup,1.0,ounce
Strawberry Lemonade Smash,strawberry,1.0,
The Sweet Pea,"fresh (or frozen, thawed) peas",2.0,tablespoons
The Sweet Pea,lemon wedge,1.0,
The Sweet Pea,sugar,1.0,teaspoon
The Sweet Pea,vodka,2.0,ounces
The Sweet Pea,pea tendril (optional),1.0,
Beetnik Martini,"medium red beets (about 2 1/2 pounds), scrubbed, trimmed",6.0,
Beetnik Martini,vodka,1750.0,-milliliter bottle
Beetnik Martini,sugar,0.75,cup
Beetnik Martini,grated peeled ginger,2.0,tablespoons
Beetnik Martini,fresh lemon juice,3.0,ounces
Beetnik Martini,fresh lime juice,3.0,ounces
Beetnik Martini,lemon slices,12.0,
Boulevardier,bourbon,2.0,ounces
Boulevardier,Campari,1.0,ounce
Boulevardier,sweet vermouth (preferably Antica Formula),1.0,ounce
Boulevardier,A lemon twist,N/A,N/A
The Swedish Tart,sugar,0.25,cup
The Swedish Tart,coarsely chopped fresh dill,0.25,cup
The Swedish Tart,green tea kombucha,3.0,ounces
The Swedish Tart,aquavit or vodka,5.5,ounces
The Swedish Tart,dill syrup,0.5,ounces
The Swedish Tart,A dill sprig,N/A,N/A
Froen Sunrise Margaritas,"Margarita or coarse sea salt, for rimming glass",N/A,N/A
Froen Sunrise Margaritas,,1.0,"lime wedge, for rimming glass"
Froen Sunrise Margaritas,frozen orange juice concentrate,0.5,cup
Froen Sunrise Margaritas,orange juice,5.5,cups
Froen Sunrise Margaritas,) tequila,0.75,cup (6 ounces
Froen Sunrise Margaritas,) Cointreau or triple sec,2.0,tablespoons (1 ounce
Froen Sunrise Margaritas,lime juice,2.0,tablespoons
Froen Sunrise Margaritas,crushed ice,3.0,cups
Froen Sunrise Margaritas,grenadine,0.25,cup
Froen Sunrise Margaritas,orange slices,4.0,
Froen Sunrise Margaritas,maraschino cherries,4.0,
Mecal Margarita ,mezcal,5.5,cups Oaxacan
Mecal Margarita ,Limonada,2.0,cups
Mecal Margarita ,triple sec,0.5,cup
Mecal Margarita ,) orange bitters (store-bought or homemade),50.0,to 60 drops (1 1/2 to 2 teaspoons
Mecal Margarita ,ice,6.0,cups
Mecal Margarita ,finely chopped orange zest (colored peel only; see Cook's Note),2.0,heaping teaspoons
Black Velvet,chilled stout,6.0,ounces
Black Velvet,chilled champagne,6.0,ounces
Paloma,kosher salt,N/A,N/A
Paloma,fresh grapefruit juice,0.25,cup
Paloma,fresh lime juice,1.0,tablespoon
Paloma,sugar,1.0,teaspoon
