drink_name,ingredient,measurement,unit
Pink Lady,Calvados or applejack,1.0,or 1 1/2 ounces
Pink Lady,grenadine,1.0,tablespoon
Pink Lady,lemon juice,3.0,tablespoons
Pink Lady,egg white,1.0,
Pink Lady,or 4 ice cubes,3.0,
OldFashioned,lump sugar,1.0,
OldFashioned,Dash Angostura bitters,N/A,N/A
OldFashioned,or 2 drops cold water,1.0,
OldFashioned,bourbon (or any whiskey),2.0,or 3 ounces
OldFashioned,Twist lemon peel,N/A,N/A
OldFashioned,Slice orange (optional),N/A,N/A
OldFashioned,Maraschino cherry (optional),N/A,N/A
Alabama Fi,gin,3.0,ounces
Alabama Fi,superfine sugar,1.0,tablespoon
Alabama Fi,lemon juice,2.0,tablespoons
Alabama Fi,lime juice,1.0,tablespoon
Alabama Fi,or 4 ice cubes,3.0,
Alabama Fi,Club soda,N/A,N/A
Alabama Fi,Sprig of mint,N/A,N/A
Golden Fi,gin,3.0,ounces
Golden Fi,superfine sugar,1.0,tablespoon
Golden Fi,lemon juice,2.0,tablespoons
Golden Fi,lime juice,1.0,tablespoon
Golden Fi,egg yolk,1.0,
Golden Fi,or 4 ice cubes,3.0,
Golden Fi,Club soda,N/A,N/A
Apricot Bellini,of chilled brut Champagne,1750.0,-ml bottle
Apricot Bellini,chilled apricot nectar,10.5,cups
Apricot Bellini,Grand Marnier or other orange liqueur,3.0,tablespoons
Cornell,gin,5.5,ounces
Cornell,maraschino liqueur,1.0,teaspoon
Cornell,egg white,1.0,
Cornell,or 4 ice cubes,3.0,
Froth Blower,gin,5.5,ounces
Froth Blower,grenadine,1.0,teaspoon
Froth Blower,egg white,1.0,
Froth Blower,or 4 ice cubes,3.0,
Clover Leaf,gin,5.5,ounces
Clover Leaf,grenadine,0.5,ounce
Clover Leaf,lime juice,2.0,tablespoons
Clover Leaf,egg white,1.0,
Clover Leaf,or 4 ice cubes,3.0,
Clover Leaf,Mint leaf,N/A,N/A
Bronx Golden,gin,5.5,ounces
Bronx Golden,dry vermouth,0.5,ounce
Bronx Golden,sweet vermouth,0.5,ounce
Bronx Golden,orange juice,2.0,tablespoons
Bronx Golden,egg yolk,1.0,
Bronx Golden,or 4 ice cubes,3.0,
Gin Rickey,ice cube,1.0,
Gin Rickey,lime or 1/4 lemon,0.5,
Gin Rickey,gin,5.5,ounces
Gin Rickey,Chilled club soda,N/A,N/A
Cuba Libre,or 3 ice cubes,2.0,
Cuba Libre,rum,3.0,ounces
Cuba Libre,lime juice,5.5,tablespoons
Cuba Libre,Chilled cola,N/A,N/A
Cuba Libre,Slice lime,N/A,N/A
Gale at Sea,vodka,5.5,ounces
Gale at Sea,dry vermouth,0.5,ounce
Gale at Sea,Galliano,0.5,ounce
Gale at Sea,blue curaçao,0.5,ounce
Gale at Sea,to 4 ice cubes,3.0,
Flying Scotsman,Scotch whisky,5.5,ounces
Flying Scotsman,sweet vermouth,5.5,ounces
Flying Scotsman,Angostura bitters,2.0,dashes
Flying Scotsman,superfine sugar,0.5,teaspoon
Flying Scotsman,or 4 ice cubes,3.0,
Grand Passion,gin,2.0,ounces
Grand Passion,passion fruit nectar,1.0,ounce
Grand Passion,Dash Angostura bitters,N/A,N/A
Grand Passion,or 4 ice cubes,3.0,
Black Russian,Kahlua,0.75,ounces
Black Russian,vodka,5.5,ounces
Black Russian,or 4 ice cubes,3.0,
Watermelon Lemonade,pieces peeled seeded watermelon (from about 4 pounds),7.0,cups 2-inch
Watermelon Lemonade,simple syrup,1.0,cup
Watermelon Lemonade,fresh lemon juice,1.0,cup
Watermelon Lemonade,grenadine,3.0,tablespoons
Watermelon Lemonade,gin,1.0,cup
Watermelon Lemonade,ice cubes,3.0,cups
Watermelon Lemonade,Optional garnish: lemon twists,N/A,N/A
Minted Mai Tai,fresh lime juice,0.5,cup
Minted Mai Tai,almond syrup,0.5,cup
Minted Mai Tai,chopped fresh mint leaves,0.5,cup
Minted Mai Tai,pineapple juice,2.0,cups
Minted Mai Tai,orange juice,5.5,cups
Minted Mai Tai,dark rum,5.5,cups
Minted Mai Tai,Ice cubes,N/A,N/A
Minted Mai Tai,fresh mint sprigs,6.0,
Woo Woo,vodka,0.5,ounces
Woo Woo,peach schnapps,0.5,ounce
Woo Woo,cranberry juice,4.0,ounces
Hoptoad,light rum,0.75,ounce
Hoptoad,apricot brandy,0.75,ounce
Hoptoad,lime juice,0.75,ounce
Hoptoad,or 4 ice cubes,3.0,
Tropical Cocktail,or 4 ice cubes,3.0,
Tropical Cocktail,gin,2.0,-3 ounces
Tropical Cocktail,guava nectar,1.0,ounce
Tropical Cocktail,frozen pineapple juice,1.0,ounce
Merry Widow II,gin,1.0,to 1 1/2 ounces
Merry Widow II,dry vermouth,1.0,to 1 1/2 ounces
Merry Widow II,Pernod,2.0,dashes
Merry Widow II,Bénédictine,2.0,dashes
Merry Widow II,Dash Peychaud's or orange bitters,N/A,N/A
Merry Widow II,or 4 ice cubes,3.0,
Merry Widow II,Twist lemon peel,N/A,N/A
Dance with a Dream,brandy,2.0,ounces
Dance with a Dream,Cointreau or Triple Sec,0.5,ounce
Dance with a Dream,anisette,1.0,teaspoon
Mango Sour,mango nectar,1.0,cup
Mango Sour,vodka,0.75,cup
Mango Sour,fresh lemon juice,0.5,cup
Mango Sour,superfine granulated sugar,3.0,tablespoons
Mango Sour,Garnish: fresh mango spears,N/A,N/A
Mango Sour,,72.0,-oz
Mikes Milk Punch,half and half,0.5,cup
Mikes Milk Punch,whole or reduced-fat (2%) milk,0.25,cup
Mikes Milk Punch,bourbon,0.25,cup
Mikes Milk Punch,(or more) sugar,5.5,teaspoons
Mikes Milk Punch,vanilla extract,0.25,teaspoon
Mikes Milk Punch,ice cubes,2.0,cups
Mikes Milk Punch,Freshly grated whole nutmeg or ground nutmeg,N/A,N/A
Scotch Mist,crushed ice,0.5,cup
Scotch Mist,Scotch (or bourbon or brandy),2.0,-3 ounces
Scotch Mist,Twist of lemon peel,N/A,N/A
Sangria IV,),1750.0,-ml bottle of dry red wine (3 cups
Sangria IV,lemon-lime soda (such as 7UP),5.5,cups
Sangria IV,orange juice,5.5,cups
Sangria IV,lime slices,16.0,
Sangria IV,lemon slices,16.0,
Sangria IV,orange slices,8.0,
Sangria IV,brandy,0.5,cup
Sangria IV,sugar,0.25,cup
Sangria IV,Cointreau or other orange liqueur,2.0,tablespoons
Sangria IV,grenadine,2.0,tablespoons
