,0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,3,4,5,6,7,8,9,Unnamed: 0
535,1-1/1 cups chilled orange juice,1/2 cup light rum,,,,,,,,,,,1/4 cup apricot brandy,,,,,2 tablespoons lime juice,chilled club soda or seltzer water,lime slices for garnish,,,,,Orange and Apricot Rum Fizz
536,ice cubes,1 1/2 ounces (1 jigger) French brandy,,,,,,,,,,,1 1/2 ounces (1 jigger) Curaçao,,,,,a lemon twist for garnish if desired,,,,,,,Two-Dollar Cocktail
537,1/4 cup water,1/4 cup sugar,,,,,,,,,,,2 cups seeded watermelon chunks (about 1 1/2 pounds with rind),,,,,"2 ounces vodka, or to taste","1/4 cup fresh lime juice, or to taste",Garnish: two 5- to 6-inch- long thin slices watermelon rind with some flesh attached,,,,,Watermelon Vodka Cooler
538,1 cup chilled passion fruit blend nectar,1/2 teaspoon Angostura bitters,,,,,,,,,,,1 cup chilled champagne or other sparkling white wine,,,,,4 fresh raspberries or small strawberries,"1 orange slice, cut in half",,,,,,Passion-Fruit Champagne Cocktail
539,1 ounce vodka,1 ounce Cointreau or triple sec,,,,,,,,,,,1/2 ounce lemon juice,,,,,,,,,,,,Brazen Hussy
540,1 1/2 ounces gin,2 tablespoons lemon juice,,,,,,,,,,,1/2 cup cracked ice,,,,,Ginger ale,,,,,,,Leapfrog
541,3 ounces gin,1 tablespoon superfine sugar,,,,,,,,,,,2 tablespoons lemon juice,,,,,1 tablespoon lime juice,1 egg white,3 or 4 ice cubes,Sprig of mint,Club soda,,,Bootleg Fizz
542,2 ounces light rum,1 1/2 tablespoons lime juice,,,,,,,,,,,1/2 teaspoons superfine sugar,,,,,1 cup crushed ice,,,,,,,Frozen Daiquiri
543,1 teaspoon superfine sugar,2 sprigs fresh mint,,,,,,,,,,,1/2 cup crushed ice,,,,,"1 1/2 to 3 ounces liquor (brandy, gin, rum or any whiskey)",Club soda,Fresh mint for garnish,,,,,Smash
544,3 ounces whiskey,1 whole egg,,,,,,,,,,,1 teaspoon superfine sugar,,,,,2 teaspoons heavy cream (optional),1/2 cup crushed ice,Nutmeg,,,,,Whiskey Flip
545,1 1/2 ounces Scotch whisky,1 1/2 ounces sweet vermouth,,,,,,,,,,,2 dashes sugar syrup,,,,,3 or 4 ice cubes,,,,,,,Harry Lauder
546,1 or 2 ice cubes,1 1/2 to 3 ounces brandy,,,,,,,,,,,1 1/2 to 3 ounces milk,,,,,Chilled club soda,,,,,,,Brandy Puff
547,"2 slices pineapple, coarsely chopped",1 teaspoon superfine sugar,,,,,,,,,,,1 1/2 ounces brandy,,,,,Dash raspberry syrup,1/2 cup crushed ice,Club soda,Twist lemon peel,Pineapple stick,,,Pineapple Lemonade
548,2 ounces crushed pineapple,2 ounces crushed ice,,,,,,,,,,,1 1/2 ounces light rum,,,,,Maraschino cherry,,,,,,,Pineapple Mist
549,Maraschino cherry or ripe olive,1/2 ounce grenadine (approx.),,,,,,,,,,,1 1/2 to 2 ounces sloe gin,,,,,3/4 to 1 ounce gin,3 or 4 ice cubes,Twist orange peel,,,,,Eclipse
550,1 1/2 ounces bourbon,3 ounces orange juice,,,,,,,,,,,Pinch salt,,,,,1/2 cup crushed ice,,,,,,,Summer Bourbon
551,1 1/2 ounces light rum,3/4 ounce pineapple juice,,,,,,,,,,,1/2 teaspoon lime or lemon juice,,,,,3 or 4 ice cubes,,,,,,,Pineapple Daiquiri
552,2 ounces light rum,1 ounce curaçao,,,,,,,,,,,1/2 cup mango puree,,,,,2 tablespoons lime juice,1 tablespoon superfine sugar,1 cup crushed ice,,,,,Mango Daiquiri
553,3/4 ounce apricot brandy,3/4 ounce white crème de menthe,,,,,,,,,,,3/4 ounce curaçao,,,,,3 or 4 ice cubes,,,,,,,Ethel Duffy
554,4 ounces claret,3 dashes rum,,,,,,,,,,,2 tablespoons lemon juice,,,,,1 or 2 teaspoons superfine sugar,3 or 4 ice cubes,Fruit for garnish (optional),,,,,Manhattan Cooler I
555,4 cups water,3 Red Zinger tea bags or other hibiscus-flavored tea,,,,,,,,,,,1/2 cup sugar,,,,,3 cups gin,2 1/2 teaspoons vermouth,12 ice cubes,12 mango slices,,,,Mar-Tea-Ni
556,3/4 ounce gin,3/4 ounce Bénédictine,,,,,,,,,,,3/4 ounce maraschino liqueur,,,,,3 or 4 ice cubes,,,,,,,Honolulu
557,1 lump sugar,1 twist orange peel,,,,,,,,,,,1 twist lemon peel,,,,,2 to 3 ounces brandy,,,,,,,Brandy Blazer No.2
558,1 1/2 ounces apricot brandy,1 1/2 ounces curaçao,,,,,,,,,,,3 tablespoons lemon juice,,,,,3 or 4 ice cubes,,,,,,,After Supper
559,1 large orange,20 cloves (approx.),,,,,,,,,,,2 tablespoons sugar (brown if you prefer),,,,,1 quart red Burgundy,6 ounces brandy,,,,,,Pope
560,1 1/2 to 2 ounces Irish whiskey,1/2 teaspoon Pernod,,,,,,,,,,,1/2 teaspoon curaçao,,,,,1/2 teaspoon maraschino,Dash Angostura bitters,1/2 cup crushed ice,Twist orange peel,Olive (optional),,,Blarney Stone
561,1 1/2 ounces gin,1/2 ounce Lillet,,,,,,,,,,,2 dashes apricot brandy,,,,,3 or 4 ice cubes,Twist lemon peel,,,,,,Eddie Brown
562,1 1/2 ounces gin,1/2 ounce dry vermouth,,,,,,,,,,,Dash Pernod,,,,,1/4 teaspoon grenadine,3 or 4 ice cubes,,,,,,Hasty
563,3/4 ounce Scotch whiskey,3/4 ounce Irish whiskey,,,,,,,,,,,1/2 tablespoon lemon juice,,,,,1/2 tablespoon orgeat syrup (or 2 dashes orange bitters),3 or 4 ice cubes,,,,,,Cameron's Kick
564,1 1/2 ounces gin,1/2 ounce dry vermouth,,,,,,,,,,,2 dashes sweet vermouth,,,,,1/2 teaspoon curaçao,3 or 4 ice cubes,,,,,,Fare-Thee-Well
565,1 1/2 ounces gin,1/2 ounce dry vermouth,,,,,,,,,,,2 dashes sweet vermouth,,,,,6 dashes curaçao,3 or 4 ice cubes,Lemon peel,,,,,Baron
566,1 1/2 ounces gin,2 tablespoons orange juice,,,,,,,,,,,Pinch superfine sugar (optional),,,,,3 or 4 ice cubes,,,,,,,Orange Blossom (or Golden Gate)
567,3/4 ounce brandy,3/4 ounce crème de cacao,,,,,,,,,,,3/4 ounces heavy cream,,,,,2 dashes Angostura bitters,3 or 4 ice cubes,,,,,,Brandy Alexander I
568,3/4 ounces 90-proof rum,"1 1/2 ounces golden rum, 86 proof",1 tablespoon 151-proof rum,Superfine sugar,,,,,,,,,"3/4 ounces light rum, 86 proof",,,,,3/4 ounces pineapple juice,3/4 ounces papaya juice,3 tablespoons lime juice,1 teaspoon superfine sugar,3 or 4 ice cubes,Pineapple spear,Maraschino cherry,Zombie
569,1 cup freshly brewed iced coffee,1 teaspoon superfine sugar,,,,,,,,,,,2 tablespoons whipped cream,,,,,2 ounces Irish whiskey,,,,,,,Iced Irish Coffee
570,1 to 1 1/2 ounces gin,1 to 1 1/2 ounces dry vermouth,,,,,,,,,,,2 dashes Pernod,,,,,3 or 4 ice cubes,Twist lemon peel,Dash Maraschino,2 dashes orange bitters,Maraschino cherry,,,Tuxedo
571,1 to 1 1/2 ounces gin,1 to 1 1/2 ounces dry vermouth,,,,,,,,,,,2 dashes Pernod,,,,,1/4 teaspoon superfine sugar,3 or 4 ice cubes,Twist lemon peel,Dash orange bitters,Olive,,,Deep Sea
572,1/2 teaspoon Pernod,1/2 teaspoon curaçao,,,,,,,,,,,1/2 teaspoon maraschino,,,,,Dash Angostura bitters,3 to 4 ice cubes,Twist orange peel,,,,,Irish
573,3/4 ounces brandy,3/4 ounces Calvados or applejack,,,,,,,,,,,3/4 ounces light rum,,,,,Dash Pernod,3 or 4 ice cubes,,,,,,Third Rail II or Sledgehammer
574,2 teaspoons superfine sugar,1 teaspoon cold water,,,,,,,,,,,1 tablespoon orange juice,,,,,3 or 4 ice cubes,Chilled red or white wine,Lemon or orange slice,,,,,Red or White Wine Cooler
575,3/4 ounce Scotch whisky,3/4 ounce dry sherry,,,,,,,,,,,3/4 ounce Port,,,,,2 dashes Angostura bitters (or orange bitters),3 or 4 ice cubes,Twist lemon peel,Maraschino cherry,,,,Whispers of the Forest
576,1 1/2 ounces Scotch whisky,3/4 ounce dry vermouth,,,,,,,,,,,1/4 teaspoon lemon juice,,,,,2 dashes orange bitters,1/2 cup crushed ice,Olive,,,,,Hole in One
577,1 1/2 ounces gin,2 tablespoons orange juice,,,,,,,,,,,Pinch superfine sugar (optional),,,,,3 or 4 ice cubes,Dash of orange bitters,Maraschino cherry,,,,,Abbey
578,3/4 ounces brandy,3/4 ounces Calvados or applejack,,,,,,,,,,,Dash Pernod,,,,,3 or 4 ice cubes,,,,,,,Special Rough
579,1 cup Cognac or brandy,"1 large vanilla bean, split lengthwise",,,,,,,,,,,1/2 cup crème de cassis (black-currant-flavored liqueur),,,,,3 750-ml bottles brut Champagne,,,,,,,Kir Royale with Vanilla Cognac
580,2 cups sliced hulled strawberries (about 1 one-pint basket),1/4 cup sugar,,,,,,,,,,,"1 ripe large banana, peeled, sliced",,,,,1/2 cup chopped pitted peeled mango,1/2 cup chilled plain nonfat yogurt,6 ice cubes,1 teaspoon vanilla extract,"Optional garnish: additional strawberries, left whole",,,Strawberry-Banana Smoothie
581,3 cups canned vegetable juice,2 tablespoons fresh lemon juice,"6 fresh red chilies, slit",,,,,,,,,,1 tablespoon minced fresh cilantro,,,,,1 tablespoon Worcestershire sauce,1 teaspoon finely minced seeded canned chipotle chilies,1 teaspoon ground cumin,1 teaspoon sugar,2/3 cup chilled vodka,Ice cubes,6 celery stalks with leafy tops,Southwestern Bloody Mary
582,6 tablespoons fresh passion fruit juice or passion fruit blend nectar,1 cup chilled brut Champagne (about 2/3 of 375-ml bottle),,,,,,,,,,,2 tablespoons Grand Marnier,,,,,Orange peel twists (optional),,,,,,,Passion Fruit Mimosas
583,"1 10-ounce package frozen sweetened raspberries, thawed","1 cup frozen unsweetened boysenberries, thawed",,,,,,,,,,,20 ice cubes (about 3 cups),,,,,"1 10-ounce package frozen sweetened strawberries, unthawed, cut into 8 pieces",1 cup light rum,1/3 cup fresh lime juice,1 tablespoon powdered sugar,4 fresh whole strawberries,4 lime wedges,,Mixed-Berry Daiquiri
584,Ice cubes,2/3 cup currant-flavored vodka,,,,,,,,,,,2 teaspoons crème de cassis (black currant-flavored liqueur),,,,,2 lemon twists,,,,,,,Kir Vodka Martini
585,"2 cups frozen unsweetened boysenberry, thawed",2 tablespoons sugar,,,,,,,,,,,3 cups chilled orange juice (do not use freshly squeezed),,,,,1 1/2 cups frozen orange-peach-mango juice concentrate,1 750-ml bottle of chilled dry champagne,10 small orange slices,,,,,Mango-Boysenberry Mimosa
586,1/2 cup fresh lemon juice,1/2 cup sugar,,,,,,,,,,,1/2 teaspoon anise seeds,,,,,3/4 cup vodka or water,"About 4 cups ice cubes, cracked if large",,,,,,Lemon Anise Slush
587,3/4 cup fresh lemon juice,2/3 cup sugar,,,,,,,,,,,1 cup (packed) fresh mint leaves,,,,,1 cup bourbon,2 10-ounce bottles of chilled club soda,6 cups crushed ice,8 fresh mint sprigs,,,,Mint Julep Spritzer
588,1/4 cup cold sake,1/4 cup peach Stolichnaya vodka,,,,,,,,,,,4 teaspoons blue curaçao,,,,,2 teaspoons sweet-and-sour mix,Ice cubes,,,,,,Blue Moon Sake Cocktail
589,1 1/3 cups gold rum,"1 1/3 cups frozen passion-fruit-flavored juice cocktail concentrate, thawed",,,,,,,,,,,1 cup mango nectar,,,,,1 cup guava nectar,2 tablespoons (or more) fresh lime juice,4 cups ice cubes,6 fresh pineapple wedges,,,,Tropical Rum Punch
590,3/4 cup vodka,4 teaspoons fresh lemon juice,,,,,,,,,,,2 teaspoons sugar,,,,,1/2 teaspoon grated lemon peel,1 tablespoon crème de cassis,Ice cubes,Lemon peel twists,,,,Lemon-Cassis Martini
591,1 pint (2 cups) frozen lemon sorbet,1 1/2 cups spumante or champagne,,,,,,,,,,,6 tablespoons vodka,,,,,6 tablespoons whipping cream,,,,,,,Spumante-Vodka Cocktail with Lemon Sorbet
592,1 1/2 ounces whiskey,3/4 ounce light rum,,,,,,,,,,,1 teaspoon lemon juice,,,,,1 1/2 tablespoons lime juice,1 teaspoon superfine sugar,3 or 4 ice cubes,Club soda,,,,Imperial Hotel Fizz
593,1 1/2 ounces gin,1/2 ounce dry vermouth,,,,,,,,,,,1/2 ounce sweet vermouth,,,,,3 or 4 ice cubes,Dash Angostura bitters,Twist orange peel,,,,,Kup's Indispensable
594,1 1/2 ounces gin,1 1/2 ounces framboise,,,,,,,,,,,1/2 cup orange juice,,,,,4 tablespoons lime juice,3 or 4 ice cubes,Club soda,,,,,Rosé in June Fizz
595,1 cube sugar,2 or 3 dashes Angostura or orange bitters,,,,,,,,,,,Twist lemon peel,,,,,2 or 3 ice cubes,2 ounces light rum,Slice orange,Maraschino cherry,,,,Rum Old-Fashioned
596,2 tablespoons green crème de menthe,3 tablespoons white crème de cacao,,,,,,,,,,,3 tablespoons heavy cream,,,,,Ice cubes,,,,,,,Grasshopper II
597,"1/3 cup light or amber rum, or to taste",1 1/2 cups 1-inch pineapple chunks,,,,,,,,,,,"2 tablespoons superfine sugar, or to taste",,,,,"2 teaspoons fresh lime juice, or to taste",3 fresh mint leaves,2 cups ice cubes,Garnish: mint sprigs and/or pineapple chunks skewered with wooden picks,,,,Pineapple Mint Frozen Daiquiri
598,4 cups apple cider,1 cup cranberry juice cocktail,,,,,,,,,,,1/2 cup tequila,,,,,1/4 cup Triple Sec or other orange-flavored liqueur,Garnish: lime slices,,,,,,Cider and Tequila Hot Toddy
599,1 1/2 ounces gin,1 tablespoon grapefruit juice,,,,,,,,,,,1/2 ounce maraschino,,,,,3 or 4 ice cubes,Sprig fresh mint,,,,,,Seventh Heaven
600,2 cups Ruby Port,1 cup unsweetened pineapple juice,,,,,,,,,,,1 cup fresh orange juice,,,,,1 teaspoon fresh lemon juice,Chilled club soda or seltzer water,6 lemon slices for garnish,,,,,Damn the Weather II
601,1 1/2 ounces gin,1/2 ounce sweet vermouth,,,,,,,,,,,3 or 4 ice cubes,,,,,Maraschino cherry or olive,,,,,,,Club
602,Lime wedges,Coarse salt,,,,,,,,,,,3 1/2 cups Homemade Sweet-and-Sour Mix for Margaritas (click for recipe),,,,,1 cup gold tequila,1/2 cup Triple Sec,16 ice cubes,12 lime slices,,,,Café Iguana Margarita
603,2 cups spicy vegetable juice (such as spicy hot V-8) or spicy tomato juice,1 cup canned double-strength beef broth,,,,,,,,,,,3/4 cup vodka,,,,,1/4 cup Worcestershire sauce,2 tablespoons fresh lime juice,1 teaspoon garlic powder,4 cups ice cubes,"4 green onions, trimmed",,,Bloody Bull
604,1 1/2 ounces (1 jigger) light rum,1 1/2 ounces (1 jigger) amber rum,,,,,,,,,,,1 1/2 ounces (1 jigger) dark rum,,,,,1 tablespoon apricot liqueur (not brandy),2 tablespoons fresh lime juice,2 tablespoons unsweetened pineapple juice,Cracked ice,Orange and lime slices for garnish,,,Zombie II
605,4 tea bags,3 tablespoons sugar,,,,,,,,,,,"Two 4-inch cinnamon sticks, broken into pieces, plus additional sticks for garnish",,,,,2 cloves,"Two 3-inch strips of orange zest removed with a vegetable peeler, plus strips of rind removed with a channel knife for garnish",1 cup Pimm's No. 1 Cup,,,,,Spiced Tea with Pimm's
606,1 1/2 cups gin,8 ice cubes,,,,,,,,,,,2 teaspoons dry vermouth,,,,,6 teaspoons fresh lemon juice,,,,,,,Lemon Martinis
607,8 ounces (1 cup) well-stirred canned cream of coconut,2 1/2 cups unsweetened pineapple juice,,,,,,,,,,,1 1/2 cups light rum,,,,,"2 cups ice cubes, or to taste","a wedge of fresh pineapple with its leaves for garnish plus additional small, thin wedges for garnishing the drinks",,,,,,Piña Colada Punch
608,"2 fresh mint sprigs, chopped","2 fresh basil sprigs, chopped",,,,,,,,,,,1 tablespoon sugar,,,,,3 tablespoons fresh lime juice,1 1/2 ounces (3 tablespoons) light rum,Chilled club soda or seltzer water,,,,,Mojito with Basil
609,1 ounce gin,1/2 ounce dry vermouth,,,,,,,,,,,1/2 ounce sweet vermouth,,,,,2 dashes Angostura bitters,Dash orange bitters,3 or 4 ice cubes,,,,,Smiler
610,1 ounce gin,1/2 ounce dry vermouth,,,,,,,,,,,1/2 ounce sweet vermouth,,,,,2 dashes Angostura bitters,2 tablespoons orange juice,3 or 4 ice cubes,,,,,Maurice
611,1 tablespoon sugar,1 tablespoon hot water,,,,,,,,,,,2 cups ice cubes,,,,,1/2 cup grapefruit juice,2 tablespoons fresh lemon juice,2 tablespoons amber rum,2 tablespoons crème de banana,2 tablespoons Myer's Original Rum Cream,1 tablespoon grenadine,,Whale Watcher
612,1 lime,2 cups white tequila,,,,,,,,,,,"2 to 3 jalapeños, halved lengthwise seeded",,,,,6 cups (1 1/2 quarts) tonic water,,,,,,,Diablo Tequila 'n' Tonic
613,6 sugar cubes,Bitters,,,,,,,,,,,6 teaspoons Cognac,,,,,6 tablespoons Grand Marnier or other orange liqueur,1 750-ml bottle chilled champagne (preferably extra dry),6 orange peel strips,,,,,Napoleon Champagne Cocktail
614,3/4 ounce gin,1/2 ounce Pernod,,,,,,,,,,,1/2 ounce dry vermouth,,,,,2 dashes grenadine,2 tablespoons orange juice,3 or 4 ice cubes,,,,,Dixie
615,2 ounces gin,2 teaspoons lemon juice,,,,,,,,,,,1 teaspoon grenadine,,,,,3 or 4 ice cubes,1 ounce port,,,,,,Crimson
616,1 ounce (2 tablespoons) vodka,2/3 cup tomato juice,,,,,,,,,,,Drained bottled horseradish to taste,,,,,Worcestershire sauce to taste,Tabasco to taste,Celery salt to taste,Freshly ground black pepper to taste,"Garnishes: lemon wedge, celery rib and/or cucumber stick",,,Bloody Mary III
617,2 tablespoons brandy,2 tablespoons crème de cacao,,,,,,,,,,,2 tablespoons heavy cream,,,,,Freshly grated nutmeg to taste,,,,,,,Brandy Alexander II
618,3 ounces (2 jiggers) vodka,3 ounces (2 jiggers) fresh lemon juice,,,,,,,,,,,Chilled club soda,,,,,Lemon slices for garnish,,,,,,,Anaconda Keneipp
619,"3/4 cup loosely packed fresh mint leaves, rinsed and spun dry, plus fresh mint sprigs for garnish",1/4 cup bourbon,,,,,,,,,,,"A 750-ml. bottle champagne, chilled",,,,,,,,,,,,Evan's Champagne Julep
620,"3 cups fresh orange juice, strained","1/4 cup almond-flavored liqueur such as Amaretto di Saronno, or to taste",,,,,,,,,,,A 750-ml. bottle chilled sparkling wine such as Freixenet,,,,,,,,,,,,Amaretto Mimosa
621,1 1/2 ounces (1 jigger) vodka,1/2 cup tomato juice,,,,,,,,,,,2 teaspoons fresh lemon juice,,,,,Worcestershire sauce to taste,Tabasco to taste,1 celery stick for garnish,1 lemon wedge for garnish,,,,Bloody Mary II
622,1 1/2 ounces gin,1 1/2 ounces crème de cacao,,,,,,,,,,,1 1/2 ounces heavy cream,,,,,3 or 4 ice cubes,,,,,,,Princess Mary
623,1 1/2 ounces gin,1/4 ounce sweet vermouth,,,,,,,,,,,1/2 tablespoon grapefruit juice,,,,,3 or 4 ice cubes,,,,,,,Palm Beach
624,3/4 ounce gin,3/4 ounce whiskey,,,,,,,,,,,3/4 oumce Pernod,,,,,3 or 4 ice cubes,,,,,,,Bunny Hug or Earthquake
625,1 1/2 ounces gin,2 tablespoons lemon juice,,,,,,,,,,,2 dashes sugar syrup,,,,,2 dashes orange bitters,1 egg white,3 or 4 ice cubes,,,,,Silver King
626,3/4 ounce gin,3/4 ounce light rum,,,,,,,,,,,3/4 ounce lemon juice,,,,,1/4 teaspoon grenadine,3 or 4 ice cubes,,,,,,Judge Jr.
627,3/4 ounce gin,3/4 ounce light rum,,,,,,,,,,,1/4 ounce Cointreau or Triple Sec,,,,,1/4 ounce lemon juice,3 or 4 ice cubes,,,,,,Little Devil
628,1 1/2 ounces gin,3/4 ounce dry vermouth,,,,,,,,,,,1/4 teaspoon grenadine,,,,,3 or 4 ice cubes,,,,,,,Society
629,2 ounces gin,2 ounces lemon juice,,,,,,,,,,,1 teaspoon grenadine,,,,,3 or 4 ice cubes,,,,,,,Buby
630,1 1/2 ounces gin,2 dashes peach bitters,,,,,,,,,,,3 or 4 ice cubes,,,,,2 sprigs mint,,,,,,,Derby
631,1 ounce gin,1 ounce calvados or applejack,,,,,,,,,,,2 dashes Pernod,,,,,2 dashes grenadine,3 or 4 ice cubes,,,,,,Dempsey
632,1 1/2 ounces gin,1/2 ounce sweet vermouth,,,,,,,,,,,1/4 teaspoon maraschino,,,,,1 tablespoon grapefruit juice,3 or 4 ice cubes,,,,,,Ideal
633,1 ounce gin,1 ounce dry vermouth,,,,,,,,,,,1 ounce green crème de menthe,,,,,3 or 4 ice cubes,,,,,,,Caruso
634,2 ounces gin,3 dashes Pernod,,,,,,,,,,,1 teaspoon heavy cream,,,,,1 egg white,3 or 4 ice cubes,,,,,,Café de Paris
635,1 1/2 ounces gin,1/2 teaspoon dry vermouth,,,,,,,,,,,1/4 teaspoon Benedictine,,,,,2 dashes Angostura bitters,3 or 4 ice cubes,Maraschino cherry,,,,,Cabaret
636,2 or 2 1/2 ounces Vodka,1/4 or 1/2 ounce dry vermouth,,,,,,,,,,,3 or 4 ice cubes,,,,,Twist of lemon peel or an olive,,,,,,,Vodka Martini
637,2 ounces gin,2 ounces Rose's lime juice,,,,,,,,,,,2 ice cubes,,,,,,,,,,,,Gimlet
638,1 1/2 ounces sherry,1 1/2 ounces sloe gin,,,,,,,,,,,2 tablespoons superfine sugar,,,,,4 tablespoons lemon juice,3 or 4 ice cubes,Twist lemon peel,Chilled club soda,,,,Modern Lemonade
639,3 ounces dry vermouth,1 teaspoon grenadine,,,,,,,,,,,3 or 4 ice cubes,,,,,Chilled club soda,,,,,,,Country-Club Cooler
640,1 or 1 1/2 ounces Drambuie,1 or 1 1/2 ounces Scotch whiskey,,,,,,,,,,,2 or 3 ice cubes,,,,,,,,,,,,Rusty Nail
641,3 ounces Scotch whisky,1 ounce sweet vermouth,,,,,,,,,,,2 dashes Angostura bitters,,,,,5 or 6 ice cubes,Twist orange or lemon peel,,,,,,Rob Roy I
642,1 1/2 ounces applejack,2/3 ounces Bénédictine,,,,,,,,,,,2 tablespoons lemon juice,,,,,3 dashes curaçao,3 or 4 ice cubes,,,,,,Honeymoon
643,3 ounces gin,4 tablespoons lemon or lime juice,,,,,,,,,,,2 dashes green créme de menthe,,,,,Dash Angostura bitters,Maraschino cherry,,,,,,Fallen Angel
644,2-3 ounces light rum,"2/3 cup fresh pineapple, coarsely chopped",,,,,,,,,,,Superfine sugar to taste,,,,,1/2 cup crushed ice,Sprig fresh mint,,,,,,Batido de Piña
645,1 1/2 ounce dry gin,1 ounce green crème de menthe,,,,,,,,,,,1/2 ounce kümmel,,,,,1/2 ounce lemon juice,4 dashes peach bitters,3 or 4 ice cubes,,,,,Green Dragon I
646,3 ounces sherry,1 egg,,,,,,,,,,,1 teaspoon superfine sugar,,,,,Pinch cayenne pepper,3 or 4 ice cubes,,,,,,Cupid
647,2 ounces light rum,1/2 lime,,,,,,,,,,,1 teaspoon superfine sugar,,,,,Crushed ice,Chilled club soda,Mint leaves,,,,,Mojito I
648,1 ice cube,2 ounces brandy,,,,,,,,,,,6 ounces chilled champagne,,,,,,,,,,,,King's Peg (Napoleon)
649,1 cup crushed pineapple,6 ounces dry white wine,,,,,,,,,,,3 ounces fresh pineapple juice,,,,,1 tablespoon lemon juice,9 ounces sherry,6 very small wedges pineapple,,,,,Pineapple Cocktail
650,1/2 teaspoon superfine sugar,2 ounces port,,,,,,,,,,,2 ice cubes,,,,,Club soda,1 tablespoon brandy,Nutmeg,,,,,Port Sangaree II
651,1 1/2 ounces gin,1 tablespoon pineapple juice,,,,,,,,,,,"1 slice pineapple, coarsely chopped",,,,,1/4 teaspoon maraschino,3 or 4 ice cubes,,,,,,Harlem
652,1 ice cube,1/2 lime or 1/4 lemon,,,,,,,,,,,1 1/2 ounces gin,,,,,Chilled club soda,2 dashes raspberry syrup,,,,,,Puerto Rico Rickey
653,3 ounces brandy,1 tablespoon superfine sugar,,,,,,,,,,,2 tablespoons lemon juice,,,,,1 tablespoon lime juice,3 or 4 ice cubes,Club soda,,,,,Brandy Fizz
654,2 ice cubes,2 tablespoons lemon juice,,,,,,,,,,,1 teaspoon superfine sugar,,,,,"2 to 3 ounces liquor (brandy, gin, vodka or whiskey)",Water,,,,,,Sling
655,1/2 teaspoon superfine sugar,"1 1/2 ounces liquor (brandy, gin, rum, sherry or whiskey) or wine",,,,,,,,,,,2 or 3 ice cubes,,,,,Nutmeg,,,,,,,Sangaree
656,1 1/2 ounces gin,1/2 ounce dry vermouth,,,,,,,,,,,1/2 ounce sweet vermouth,,,,,I egg white,2 tablespoons orange juice,3 or 4 ice cubes,,,,,Bronx Silver or Oriental
657,3 ounces whiskey,1/2 ounce white crème de menthe,,,,,,,,,,,1 whole egg,,,,,1 teaspoon superfine sugar,2 teaspoons heavy cream (optional),1/2 cup crushed ice,Nutmeg,,,,Whiskey Peppermint Flip
658,1 1/2 ounces Scotch whisky,1/2 ounce dry vermouth,,,,,,,,,,,1/2 ounce sweet vermouth,,,,,3 or 4 ice cubes,,,,,,,Beals
659,1 ounce gin,1 teaspoon grenadine,,,,,,,,,,,1 teaspoon lemon juice,,,,,1 teaspoon cream,1 egg white,3 or 4 ice cubes,,,,,Pink Rosé
660,2 or 3 ice cubes,1 teaspoon Angostura bitters,,,,,,,,,,,Ginger ale,,,,,,,,,,,,Angostura Highball
661,2 to 3 ounces brandy,1 egg yolk,,,,,,,,,,,1 teaspoon sugar syrup,,,,,Pinch cayenne pepper,3 or 4 ice cubes,,,,,,Thunder and Lightning
