	drink_name	ingredient	measurement
1929	Tennesee Mud	jack daniels	4 oz 
1930	Tennesee Mud	amaretto	4 oz 
1931	Tennesee Mud	whipped cream	"
"
1932	Espresso Martini	vodka	5 cl
1933	Espresso Martini	kahlua	1 cl
1934	Espresso Martini	sugar syrup	1 dash
1935	Amaretto Tea	tea	6 oz hot 
1936	Amaretto Tea	amaretto	2 oz 
1937	Amaretto Tea	whipped cream	Chilled 
1938	Snake Bite (UK)	lager	1/2 pint 
1939	Snake Bite (UK)	cider	1/2 pint sweet or dry 
1940	Daiquiri	light rum	1 1/2 oz 
1941	Daiquiri	lime	Juice of 1/2 
1942	Daiquiri	powdered sugar	1 tsp 
1943	Kentucky B And B	bourbon	2 oz 
1944	Kentucky B And B	 bndictine	1/2 oz 
1945	Microwave Hot Cocoa	sugar	5 tblsp 
1946	Microwave Hot Cocoa	cocoa powder	3 tblsp 
1947	Microwave Hot Cocoa	salt	1 dash 
1948	Microwave Hot Cocoa	water	3 tblsp hot 
1949	Microwave Hot Cocoa	milk	2 cups 
1950	Microwave Hot Cocoa	vanilla	1/4 tsp 
1951	Kiss me Quick	cranberry juice	4 cl 
1952	Kiss me Quick	apfelkorn	2 cl 
1953	Kiss me Quick	schweppes russchian	7 cl 
1954	Kiss me Quick	apple	8 cl 
1955	Kiss me Quick	ice	" cubes
"
1956	Space Odyssey	 proof rum	1 shot Bacardi 
1957	Space Odyssey	 ml rum	1 shot 
1958	Space Odyssey	pineapple	1 shot 
1959	Space Odyssey	orange	"
"
1960	Space Odyssey	grenadine	"
"
1961	Space Odyssey	cherries	 
1962	Banana Strawberry Shake	strawberries	1/2 lb frozen 
1963	Banana Strawberry Shake	banana	1 frozen 
1964	Banana Strawberry Shake	yoghurt	1 cup plain 
1965	Banana Strawberry Shake	milk	1 cup 
1966	Banana Strawberry Shake	honey	" to taste
"
1967	Apple Pie with A Crust	apple	3 parts 
1968	Apple Pie with A Crust	 ml rum	1 part 
1969	Apple Pie with A Crust	cinnamon	3 dashes 
1970	Jelly Bean	cherry brandy	1 oz 
1971	Jelly Bean	anis	1 oz 
1972	Salty Dog	grapefruit soda	5 oz 
1973	Salty Dog	gin	1 1/2 oz 
1974	Salty Dog	salt	1/4 tsp 
1975	English Highball	brandy	3/4 oz 
1976	English Highball	gin	3/4 oz 
1977	English Highball	vermouth	3/4 oz 
1978	English Highball	water	"
"
1979	English Highball	lemon peel	"
"
1980	Freddy Kruger	jgermeister	1/2 oz 
1981	Freddy Kruger	sambuca	1/2 oz 
1982	Freddy Kruger	vodka	1/2 oz 
1983	Imperial Fizz	light rum	1/2 oz 
1984	Imperial Fizz	blended whiskey	1 1/2 oz 
1985	Imperial Fizz	lemon	Juice of 1/2 
1986	Imperial Fizz	powdered sugar	1 tsp 
1987	Imperial Fizz	water	"
"
1988	A Splash of Nash	cranberry juice	2 oz 
1989	A Splash of Nash	soda water	2 oz 
1990	A Splash of Nash	midori melon liqueur	0.5 oz 
1991	A Splash of Nash	creme de banane	0.5 oz 
1992	Pineapple Gingerale Smoothie	ginger	1/4 inch 
1993	Pineapple Gingerale Smoothie	pineapple	1/2 
1994	Royal Bitch	frangelico	1 part 
1995	Royal Bitch	crown royal	1 part 
1996	Darkwood Sling	cherry heering	1 part 
1997	Darkwood Sling	soda water	1 part 
1998	Darkwood Sling	orange	1 part 
1999	Darkwood Sling	ice	" cubes
"
2000	Red Snapper	crown royal	1 shot 
2001	Red Snapper	amaretto	1 shot 
2002	Red Snapper	cranberry juice	1 shot 
2003	Limeade	lime	Juice of 1 
2004	Limeade	sugar	1 tblsp 
2005	Limeade	soda water	" (seltzer water)
"
2006	Limeade	lime peel	 
2007	Tequila Sunrise	tequila	2 measures 
2008	Tequila Sunrise	orange	
2009	Tequila Sunrise	grenadine	
2010	Sidecar Cocktail	brandy	1 oz 
2011	Sidecar Cocktail	triple sec	1/2 oz 
2012	Sidecar Cocktail	lemon	Juice of 1/4 
2013	Brandy Cobbler	sugar	1 tsp superfine 
2014	Brandy Cobbler	club soda	3 oz 
2015	Brandy Cobbler	lemon	1 
2016	Brandy Cobbler	brandy	2 oz 
2017	Brandy Cobbler	 maraschino	1 
2018	Brandy Cobbler	orange	1 
2019	Queen Charlotte	wine	2 oz 
2020	Queen Charlotte	grenadine	1 oz 
2021	Queen Charlotte	lemonlime soda	"
"
2022	Chocolate Drink	chocolate	125 gr
2023	Chocolate Drink	milk	3/4 L 
2024	Chocolate Drink	water	
2025	Bacardi Cocktail	light rum	1 3/4 oz Bacardi 
2026	Bacardi Cocktail	lime juice	1 oz 
2027	Bacardi Cocktail	sugar syrup	1/2 tsp 
2028	Bacardi Cocktail	grenadine	1 dash 
2029	B-53	kahlua	1/3 shot 
2030	B-53	sambuca	1/3 shot 
2031	B-53	grand marnier	1/3 shot 
2032	B-52	baileys irish cream	1/3 
2033	B-52	grand marnier	1/3 
2034	B-52	kahlua	1/4 
2035	Valencia Cocktail	apricot	1 1/2 oz 
2036	Valencia Cocktail	orange	1 tblsp 
2037	Valencia Cocktail	orange bitters	2 dashes 
2038	Atomic Lokade	lemonade	5 oz 
2039	Atomic Lokade	vodka	1 oz 
2040	Atomic Lokade	curacao	1/2 oz 
2041	Atomic Lokade	triple sec	1/2 oz 
2042	Atomic Lokade	sugar	"
"
2043	Atomic Lokade	ice	 
2044	Absinthe #2	vodka	1 bottle 
2045	Absinthe #2	sugar	50 gr 
2046	Absinthe #2	anis	50 ml pure 
2047	Absinthe #2	licorice root	1 tblsp 
2048	Absinthe #2	wormwood	1 
2049	Surf City Lifesaver	ouo	1 part 
2050	Surf City Lifesaver	baileys irish cream	1 part 
2051	Surf City Lifesaver	gin	2 parts 
2052	Surf City Lifesaver	grand marnier	1/2 part 
2053	AT&amp;T;	absolut vodka	1 oz 
2054	AT&amp;T;	gin	1 oz 
2055	AT&amp;T;	 ice water	4 oz 
2056	Queen Elizabeth	vermouth	1/2 oz 
2057	Queen Elizabeth	gin	1 1/2 oz 
2058	Queen Elizabeth	 bndictine	1 1/2 tsp 
2059	Army special	vodka	30 ml 
2060	Army special	gin	30 ml 
2061	Army special	dash lime juice	45 ml 
2062	Army special	ice	1/2 glass crushed 
2063	Turkeyball	wild turkey	1 oz 
2064	Turkeyball	amaretto	3/4 oz 
2065	Turkeyball	pineapple	1 splash 
2066	Absolut Sex	absolut kurant	3/4 oz 
2067	Absolut Sex	midori melon liqueur	3/4 oz 
2068	Absolut Sex	cranberry juice	1 oz 
2069	Absolut Sex	sprite	1 splash 
2070	Allegheny	vermouth	1 oz 
2071	Allegheny	bourbon	1 oz 
2072	Allegheny	cherry brandy	1 1/2 tsp 
2073	Allegheny	lemon	1 1/2 tsp 
2074	Allegheny	lemon peel	1 twist of 
2075	Sangria - The World's Best	wine	1 1/2 L 
2076	Sangria - The World's Best	sugar	1 cup 
2077	Sangria - The World's Best	lemon	1 large 
2078	Sangria - The World's Best	orange	1 large 
2079	Sangria - The World's Best	apple	1 large 
2080	Sangria - The World's Best	brandy	3-4 oz plain 
2081	Sangria - The World's Best	soda water	"
"
2082	French Martini	vodka	4.5 cl
2083	French Martini	cherry liqueur	1.5 cl
2084	French Martini	pineapple	1.5 cl
2085	Empellón Cocina's Fat-Washed Mezcal	mecal	2 oz
2086	Empellón Cocina's Fat-Washed Mezcal	chocolate	3/4 oz
2087	Empellón Cocina's Fat-Washed Mezcal	coffee liqueur	1/2 oz
2088	Hot Chocolate to Die for	chocolate	12 oz fine 
2089	Hot Chocolate to Die for	butter	1 tsp 
2090	Hot Chocolate to Die for	vanilla	1/2 tsp 
2091	Hot Chocolate to Die for	halfandhalf	1 cup 
2092	Hot Chocolate to Die for	marshmallows	mini 
2093	Avalanche	crown royal	1 shot 
2094	Avalanche	kahlua	1 shot 
2095	Avalanche	cream	Fill with 
2096	Rum Cobbler	sugar	1 tsp superfine 
2097	Rum Cobbler	club soda	3 oz 
2098	Rum Cobbler	lemon	1 
2099	Rum Cobbler	dark rum	2 oz 
2100	Rum Cobbler	 maraschino	1 
2101	Rum Cobbler	orange	1 
2102	Amaretto Liqueur	sugar	1 cup
2103	Amaretto Liqueur	water	3/4 cup 
2104	Amaretto Liqueur	apricot	2 
2105	Amaretto Liqueur	almond flavoring	1 tblsp 
2106	Amaretto Liqueur	grain alcohol	1/2 cup pure 
2107	Amaretto Liqueur	water	1/2 cup 
2108	Amaretto Liqueur	brandy	1 cup 
2109	Amaretto Liqueur	food coloring	3 drops yellow 
2110	French Connection	cognac	1 1/2 oz 
2111	French Connection	amaretto	3/4 oz 
2112	A True Amaretto Sour	amaretto	1 jigger 
2113	A True Amaretto Sour	lemon	Juice of 1/2 
2114	A True Amaretto Sour	ice	"
"
2115	A True Amaretto Sour	 maraschino	 
2116	Limona Corona	corona	1 bottle 
2117	Limona Corona	bacardi limon	1 oz 
2118	White Lady	gin	4cl
2119	White Lady	triple sec	3cl
2120	White Lady	lemon	2cl
2121	A Gilligan's Island	vodka	1 oz 
2122	A Gilligan's Island	peach schnapps	1 oz 
2123	A Gilligan's Island	orange	3 oz 
2124	A Gilligan's Island	cranberry juice	3 oz 
2125	Yellow Bird	rum	3 cl
2126	Yellow Bird	galliano	1.5 cl
2127	Yellow Bird	triple sec	1.5 cl
2128	Yellow Bird	lime juice	1.5 cl
2129	Tomato Tang	tomato juice	2 cups 
2130	Tomato Tang	lemon	1-2 tblsp 
2131	Tomato Tang	celery salt	1 dash 
2132	Cosmopolitan Martini	cointreau	1/2 oz 
2133	Cosmopolitan Martini	vodka	1 oz 
2134	Cosmopolitan Martini	lime	Juice of 1/2 
2135	Cosmopolitan Martini	cranberry juice	1 splash 
2136	Baby Guinness	kahlua	2 1/2 oz 
2137	Baby Guinness	baileys irish cream	1/2 oz 
2138	Amaretto Sweet &amp; Sour	amaretto	"
"
2139	Amaretto Sweet &amp; Sour	sweet and sour	"
"
2140	Amaretto Sweet &amp; Sour	midori melon liqueur	 
2141	Amaretto Sweet &amp; Sour	pineapple	 
2142	Dirty Martini	vodka	70ml/2fl oz
2143	Dirty Martini	vermouth	1 tbsp
2144	Dirty Martini	olive	2 tbsp
2145	Dirty Martini	lemon	1 wedge
2146	Dirty Martini	olive	1
2147	Amaretto Rose	amaretto	1 1/2 oz 
2148	Amaretto Rose	lime juice	1/2 oz 
2149	Amaretto Rose	club soda	"
"
2150	A Furlong Too Late	light rum	2 oz 
2151	A Furlong Too Late	ginger	4 oz 
2152	A Furlong Too Late	lemon peel	1 twist of 
2153	Vesper	gin	6 cl
2154	Vesper	vodka	1.5 cl
2155	Vesper	 lillet	0.75 cl
2156	Duchamp's Punch	pisco	5 cl
2157	Duchamp's Punch	lime juice	2.5 cl
2158	Duchamp's Punch	pineapple	2.5 cl
2159	Duchamp's Punch	st germain	1.5 cl
2160	Duchamp's Punch	angostura bitters	2 Dashes
2161	Duchamp's Punch	pepper	Pinch
2162	Duchamp's Punch	lavender	2 sprigs
2163	Banana Daiquiri	light rum	1 1/2 oz 
2164	Banana Daiquiri	triple sec	1 tblsp 
2165	Banana Daiquiri	banana	1 
2166	Banana Daiquiri	lime juice	1 1/2 oz 
2167	Banana Daiquiri	sugar	1 tsp 
2168	Banana Daiquiri	cherry	1 
2169	Gin Sling	gin	2 oz 
2170	Gin Sling	lemon	Juice of 1/2 
2171	Gin Sling	powdered sugar	1 tsp 
2172	Gin Sling	water	1 tsp 
2173	Gin Sling	orange peel	Twist of 
2174	Port Wine Flip	port	1 1/2 oz 
2175	Port Wine Flip	light rum	2 tsp 
2176	Port Wine Flip	powdered sugar	1 tsp 
2177	Port Wine Flip	egg	1 whole 
2178	Port Wine Flip	nutmeg	"
"
2179	Adam &amp; Eve	gin	1 shot 
2180	Adam &amp; Eve	cognac	1 shot 
2181	Adam &amp; Eve	creme de cassis	1 shot 
2182	Adam &amp; Eve	e juice	1/8 shot 
2183	Addison Special	vodka	1 shot 
2184	Addison Special	grenadine	1 tblsp 
2185	Addison Special	orange	Fill with 
2186	Adam Sunrise	vodka	1/2 
2187	Adam Sunrise	lemonade	1/2 can 
2188	Adam Sunrise	water	1/2 
2189	Adam Sunrise	sugar	10 tsp 
2190	Abbey Cocktail	gin	1 1/2 oz 
2191	Abbey Cocktail	orange bitters	1 dash 
2192	Abbey Cocktail	orange	Juice of 1/4 
2193	Abbey Cocktail	cherry	1 
2194	Salted Toffee Martini	gin	50 ml 
2195	Salted Toffee Martini	chocolate	30 ml 
2196	Salted Toffee Martini	amaretto	15 ml
2197	Salted Toffee Martini	chocolate	Garnish
2198	Salted Toffee Martini	salted chocolate	"Grated
"
2199	Vermouth Cassis	vermouth	1 1/2 oz 
2200	Vermouth Cassis	creme de cassis	3/4 oz 
2201	Vermouth Cassis	water	"
"
2202	Bluebird	gin	1 1/2 oz 
2203	Bluebird	triple sec	1/2 oz 
2204	Bluebird	curacao	1/2 oz 
2205	Bluebird	butter	2 dashes 
2206	Bluebird	 maraschino	1 
2207	Bluebird	lemon peel	1 twist of 
2208	Cream Soda	spiced rum	1 oz 
2209	Cream Soda	ginger	"
"
2210	Bourbon Sling	sugar	1 tsp superfine 
2211	Bourbon Sling	water	2 tsp 
2212	Bourbon Sling	lemon	1 oz 
2213	Bourbon Sling	bourbon	2 oz 
2214	Bourbon Sling	lemon peel	1 twist of 
2215	Oatmeal Cookie	kahlua	2 parts
2216	Oatmeal Cookie	bailey	2 parts
2217	Oatmeal Cookie	butterscotch schnapps	4 parts
2218	Oatmeal Cookie	jgermeister	1 part
2219	Oatmeal Cookie	goldschlager	1/2 part
2220	Drinking Chocolate	heavy cream	2 oz 
2221	Drinking Chocolate	milk	6-8 oz 
2222	Drinking Chocolate	cinnamon	1 stick 
2223	Drinking Chocolate	vanilla	1 
2224	Drinking Chocolate	chocolate	2 oz finely chopped dark 
2225	Drinking Chocolate	whipped cream	Fresh 
2226	Orange Push-up	spiced rum	1.5 oz 
2227	Orange Push-up	grenadine	0.5 oz 
2228	Orange Push-up	orange	4 oz 
2229	Orange Push-up	sour mix	1 splash 
2230	Melya	espresso	"
"
2231	Melya	honey	Unsweetened 
2232	Melya	cocoa powder	 
2233	Sex on the Beach	vodka	1 oz 
2234	Sex on the Beach	peach schnapps	3/4 oz 
2235	Sex on the Beach	cranberry juice	
2236	Sex on the Beach	grapefruit soda	 
2237	Bumble Bee #1	baileys irish cream	1/3 oz 
2238	Bumble Bee #1	kahlua	1/3 oz 
2239	Bumble Bee #1	sambuca	1/3 oz 
2240	Zinger	peachtree schnapps	4 shots 
2241	Zinger	 sue	4 shots 
2242	Absolut Stress #2	absolut vodka	1 1/2 oz 
2243	Absolut Stress #2	peach schnapps	1/2 oz 
2244	Absolut Stress #2	coconut liqueur	1/2 oz 
2245	Absolut Stress #2	cranberry juice	1 1/2 oz 
2246	Absolut Stress #2	pineapple	1 1/2 oz 
2247	Grizzly Bear	amaretto	1 part 
2248	Grizzly Bear	jgermeister	1 part 
2249	Grizzly Bear	kahlua	1 part 
2250	Grizzly Bear	milk	2 1/2 parts 
2251	Godmother	vodka	1 1/2 oz 
2252	Godmother	amaretto	3/4 oz 
2253	Nutty Irishman	baileys irish cream	1 part 
2254	Nutty Irishman	frangelico	1 part 
2255	Nutty Irishman	milk	1 part 
2256	Just a Moonmint	milk	2 cups 
2257	Just a Moonmint	chocolate	"
"
2258	Just a Moonmint	mint syrup	"
"
2259	Blue Margarita	tequila	1 1/2 oz 
2260	Blue Margarita	curacao	1 oz 
2261	Blue Margarita	lime juice	1 oz 
2262	Blue Margarita	salt	Coarse 
2263	Ruby Tuesday	gin	2 oz 
2264	Ruby Tuesday	cranberry juice	5 oz 
2265	Ruby Tuesday	grenadine	2 splashes 
2266	Boomerang	gin	2 oz 
2267	Boomerang	vermouth	1/2 oz 
2268	Boomerang	butter	2 dashes 
2269	Boomerang	maraschino liqueur	1/2 tsp 
2270	Boomerang	 maraschino	1 
2271	Kentucky Colonel	bourbon	3 oz 
2272	Kentucky Colonel	 bndictine	1/2 oz 
2273	Kentucky Colonel	lemon peel	1 twist of 
2274	Alfie Cocktail	lime vodka	1 1/2 oz 
2275	Alfie Cocktail	triple sec	1 dash 
2276	Alfie Cocktail	pineapple	1 tblsp 
2277	Shanghai Cocktail	light rum	1 oz Jamaican 
2278	Shanghai Cocktail	anisette	1 tsp 
2279	Shanghai Cocktail	grenadine	1/2 tsp 
2280	Shanghai Cocktail	lemon	Juice of 1/4 
2281	Irish Curdling Cow	baileys irish cream	3/4 oz 
2282	Irish Curdling Cow	bourbon	3/4 oz 
2283	Irish Curdling Cow	vodka	3/4 oz 
2284	Irish Curdling Cow	orange	2-3 oz 
2285	The Last Word	 chartreuse	1 oz
2286	The Last Word	maraschino liqueur	1 oz
2287	The Last Word	lime juice	1 oz
2288	Zenmeister	jgermeister	1/2 oz 
2289	Zenmeister	root beer	1/2 oz 
2290	Brainteaser	sambuca	30 ml white 
2291	Brainteaser	erin cream	30 ml 
2292	Brainteaser	advocaat	5 ml 
2293	Sweet Bananas	milk	2 cups 
2294	Sweet Bananas	banana	1 
2295	Sweet Bananas	honey	1 tblsp 
2296	151 Florida Bushwacker	 ml rum	1/2 oz 
2297	151 Florida Bushwacker	light rum	1/2 oz 
2298	151 Florida Bushwacker	 proof rum	1/2 oz Bacardi 
2299	151 Florida Bushwacker	creme de cacao	1 oz 
2300	151 Florida Bushwacker	cointreau	1 oz 
2301	151 Florida Bushwacker	milk	3 oz 
2302	151 Florida Bushwacker	coconut liqueur	1 oz 
2303	151 Florida Bushwacker	vanilla icecream	1 cup 
2304	Big Red	irish cream	1/2 oz 
2305	Big Red	goldschlager	1/2 oz 
2306	Gin Cooler	gin	2 oz 
2307	Gin Cooler	water	"
"
2308	Gin Cooler	powdered sugar	"
"
2309	Gin Cooler	orange peel	"
"
2310	Gin Cooler	lemon peel	"
"
2311	Vodka Russian	vodka	2 oz 
2312	Vodka Russian	schweppes russchian	"
"
2313	Lunch Box	beer	3/4 bottle 
2314	Lunch Box	amaretto	1 shot 
2315	Lunch Box	orange	1 oz 
2316	Coke and Drops	cocacola	1 dl 
2317	Coke and Drops	lemon	7 drops 
2318	Zorro	sambuca	2 cl 
2319	Zorro	baileys irish cream	2 cl 
2320	Zorro	creme de mure	2 cl 
2321	Frozen Daiquiri	light rum	1 1/2 oz 
2322	Frozen Daiquiri	triple sec	1 tblsp 
2323	Frozen Daiquiri	lime juice	1 1/2 oz 
2324	Frozen Daiquiri	sugar	1 tsp 
2325	Frozen Daiquiri	cherry	1 
2326	Frozen Daiquiri	ice	1 cup crushed 
2327	Caribbean Orange Liqueur	orange	3 large 
2328	Caribbean Orange Liqueur	vodka	3 cups 
2329	Caribbean Orange Liqueur	sugar	1 1/3 cup superfine 
2330	Kamikaze	vodka	1 oz 
2331	Kamikaze	triple sec	1 oz 
2332	Kamikaze	lime juice	1 oz 
2333	Balmoral	scotch	1 1/2 oz 
2334	Balmoral	vermouth	1/2 oz 
2335	Balmoral	vermouth	1/2 oz 
2336	Balmoral	butter	2 dashes 
2337	Adios Amigos Cocktail	rum	1 shot 
2338	Adios Amigos Cocktail	vermouth	1/2 shot 
2339	Adios Amigos Cocktail	cognac	1/2 shot 
2340	Adios Amigos Cocktail	gin	1/2 shot 
2341	Adios Amigos Cocktail	e juice	1/4 shot
2342	Adios Amigos Cocktail	sugar syrup	1/4 shot
2343	Adios Amigos Cocktail	water	1/2 shot 
2344	Kir	creme de cassis	1 part 
2345	Kir	champagne	5 parts 
2346	Alaska Cocktail	orange bitters	2 dashes 
2347	Alaska Cocktail	gin	1 1/2 oz 
2348	Alaska Cocktail	 chartreuse	3/4 oz 
2349	Alaska Cocktail	lemon peel	Twist of 
2350	Kool-Aid Slammer	koolaid	1/2 oz Grape 
2351	Kool-Aid Slammer	vodka	1/2 oz 
2352	Egg-Nog - Classic Cooked	egg	6 
2353	Egg-Nog - Classic Cooked	sugar	1/4 cup 
2354	Egg-Nog - Classic Cooked	salt	1/4 tsp 
2355	Egg-Nog - Classic Cooked	milk	1 qt 
2356	Egg-Nog - Classic Cooked	vanilla	1 tsp 
2357	Baby Eskimo	kahlua	2 oz 
2358	Baby Eskimo	milk	8 oz 
2359	Baby Eskimo	vanilla icecream	2 scoops 
2360	Acapulco	light rum	1 1/2 oz 
2361	Acapulco	triple sec	1 1/2 tsp 
2362	Acapulco	lime juice	1 tblsp 
2363	Acapulco	sugar	1 tsp 
2364	Acapulco	egg white	1 
2365	Acapulco	mint	1 
2366	Mississippi Planters Punch	brandy	1 oz 
2367	Mississippi Planters Punch	light rum	1/2 oz 
2368	Mississippi Planters Punch	bourbon	1/2 oz 
2369	Mississippi Planters Punch	lemon	Juice of 1/2 
2370	Mississippi Planters Punch	powdered sugar	1 tblsp 
2371	Mississippi Planters Punch	water	"
"
2372	Sherry Flip	cherry	1 1/2 oz cream 
2373	Sherry Flip	light rum	2 tsp 
2374	Sherry Flip	powdered sugar	1 tsp 
2375	Sherry Flip	egg	1 whole 
2376	Sherry Flip	nutmeg	"
"
2377	Royal Fizz	gin	1 oz 
2378	Royal Fizz	sweet and sour	2 oz 
2379	Royal Fizz	egg	1 whole 
2380	Royal Fizz	cocacola	"
"
2381	Horse's Neck	lemon peel	1 long strip 
2382	Horse's Neck	brandy	2 oz 
2383	Horse's Neck	ginger	5 oz 
2384	Horse's Neck	butter	2 dashes 
2385	Gideon's Green Dinosaur	dark rum	1/2 oz 
2386	Gideon's Green Dinosaur	vodka	1/2 oz 
2387	Gideon's Green Dinosaur	triple sec	1/2 oz 
2388	Gideon's Green Dinosaur	tequila	1/2 oz 
2389	Gideon's Green Dinosaur	melon liqueur	1/2 oz 
2390	Gideon's Green Dinosaur	mountain dew	Fill with 
2391	Auburn Headbanger	jgermeister	1 oz 
2392	Auburn Headbanger	goldschlager	1 oz 
2393	Port And Starboard	grenadine	1 tblsp 
2394	Port And Starboard	creme de mure	1/2 oz 
2395	Belgian Blue	vodka	2 cl 
2396	Belgian Blue	coconut liqueur	1 cl 
2397	Belgian Blue	curacao	1 cl 
2398	Belgian Blue	sprite	Fill with 
2399	Zombie	rum	1 1/2 oz
2400	Zombie	gold rum	1 1/2 oz
2401	Zombie	 proof rum	1 oz
2402	Zombie	pernod	1 tsp
2403	Zombie	grenadine	1 tsp
2404	Zombie	lime juice	1 tsp
2405	Zombie	angostura bitters	1 drop
2406	Cafe Savoy	coffee	"
"
2407	Cafe Savoy	milk	1/2 oz 
2408	Cafe Savoy	triple sec	1/2 oz 
2409	Cafe Savoy	brandy	 
2410	Scotch Cobbler	scotch	2 oz 
2411	Scotch Cobbler	brandy	4 dashes 
2412	Scotch Cobbler	curacao	4 dashes 
2413	Scotch Cobbler	orange	1 slice 
2414	Scotch Cobbler	mint	1 
2415	Clover Club	gin	1 1/2 oz 
2416	Clover Club	grenadine	2 tsp 
2417	Clover Club	lemon	Juice of 1/2 
2418	Clover Club	egg white	1 
2419	GG	galliano	2 1/2 shots 
2420	GG	ginger	"
"
2421	GG	ice	 
2422	Pink Lady	gin	1 1/2 oz 
2423	Pink Lady	grenadine	1 tsp 
2424	Pink Lady	light rum	1 tsp 
2425	Pink Lady	egg white	1 
2426	Affair	blueberry schnapps	2 oz 
2427	Affair	orange	2 oz 
2428	Affair	cranberry juice	2 oz 
2429	Affair	club soda	"
"
2430	Flying Dutchman	gin	2 oz 
2431	Flying Dutchman	triple sec	1/2 oz 
2432	Caribbean Boilermaker	corona	1 bottle 
2433	Caribbean Boilermaker	light rum	1 shot 
2434	Zoksel	beer	"
"
2435	Zoksel	root beer	"
"
2436	Zoksel	lemonade	"
"
2437	Zoksel	cocacola	" slice
"
2438	Zoksel	up	"
"
2439	Zoksel	creme de cassis	"
"
2440	Zoksel	lemon	"
"
2441	Dry Rob Roy	scotch	2 1/2 oz 
2442	Dry Rob Roy	vermouth	1 1/2 tsp 
2443	Dry Rob Roy	lemon peel	1 twist of 
2444	Vampiro	tequila	6 cl
2445	Vampiro	tomato juice	3 cl
2446	Vampiro	orange	3 cl
2447	Vampiro	lime juice	1.5 cl
2448	Vampiro	sugar syrup	1 dash
2449	Vampiro	salt	1 pinch
2450	Van Vleet	light rum	3 oz 
2451	Van Vleet	maple syrup	1 oz 
2452	Van Vleet	lemon	1 oz 
2453	Egg Cream	chocolate	2 tblsp 
2454	Egg Cream	milk	6 oz whole 
2455	Egg Cream	soda water	6 oz 
2456	Harvey Wallbanger	vodka	1 oz 
2457	Harvey Wallbanger	galliano	1/2 oz 
2458	Harvey Wallbanger	orange	4 oz 
2459	The Evil Blue Thing	creme de cacao	1 1/2 oz 
2460	The Evil Blue Thing	curacao	1 oz 
2461	The Evil Blue Thing	light rum	1/2 oz 
2462	Highland Fling Cocktail	scotch	1 1/2 oz 
2463	Highland Fling Cocktail	vermouth	3/4 oz 
2464	Highland Fling Cocktail	orange bitters	2 dashes 
2465	Highland Fling Cocktail	olive	1 
2466	Kir Royale	creme de cassis	1 part 
2467	Kir Royale	champagne	5 parts 
2468	Vodka And Tonic	vodka	2 oz 
2469	Vodka And Tonic	 ice water	"
"
2470	Addison	gin	1 1/2 shot 
2471	Addison	vermouth	1 1/2 shot 
2472	Cuba Libra	dark rum	1-2 shot 
2473	Cuba Libra	lime	Squeeze 
2474	Cuba Libra	cocacola	Fill with 
2475	Cuba Libra	ice	"
"
2476	Popped cherry	vodka	2 oz 
2477	Popped cherry	cherry liqueur	2 oz 
2478	Popped cherry	cranberry juice	4 oz 
2479	Popped cherry	orange	4 oz 
2480	After Supper Cocktail	triple sec	1 oz 
2481	After Supper Cocktail	apricot	1 oz 
2482	After Supper Cocktail	lemon	1/2 tsp 
2483	Gentleman's Club	gin	1 1/2 oz 
2484	Gentleman's Club	brandy	1 oz 
2485	Gentleman's Club	vermouth	1 oz 
2486	Gentleman's Club	club soda	1 oz 
2487	Jack Rose Cocktail	brandy	1 1/2 oz 
2488	Jack Rose Cocktail	grenadine	1 tsp 
2489	Jack Rose Cocktail	lime	Juice of 1/2 
2490	Arctic Mouthwash	maui	5 oz blue 
2491	Arctic Mouthwash	mountain dew	5 oz 
2492	Arctic Mouthwash	ice	" cubes
"
2493	Brandy Sour	brandy	2 oz 
2494	Brandy Sour	lemon	Juice of 1/2 
2495	Brandy Sour	powdered sugar	1/2 tsp 
2496	Brandy Sour	lemon	1/2 slice 
2497	Brandy Sour	cherry	1 
2498	Bible Belt	southern comfort	2 oz 
2499	Bible Belt	triple sec	1/2 oz 
2500	Bible Belt	lime	2 wedges 
2501	Bible Belt	sour mix	2 oz 
2502	Chocolate Milk	chocolate	1/2 shot 
2503	Chocolate Milk	milk	1/2 shot 
2504	Chocolate Milk	amaretto	1 dash 
2505	Boston Sidecar	light rum	3/4 oz 
2506	Boston Sidecar	brandy	3/4 oz 
2507	Boston Sidecar	triple sec	3/4 oz 
2508	Boston Sidecar	lime	Juice of 1/2 
2509	155 Belmont	dark rum	1 shot 
2510	155 Belmont	light rum	2 shots 
2511	155 Belmont	vodka	1 shot 
2512	155 Belmont	orange	1 shot 
2513	A. J.	applejack	1 1/2 oz 
2514	A. J.	grapefruit soda	1 oz 
2515	Girl From Ipanema	cachaca	25 ml
2516	Girl From Ipanema	lemon	15 ml
2517	Girl From Ipanema	agave syrup	10 ml
2518	Girl From Ipanema	champagne	top up with
2519	Midnight Manx	kahlua	1 oz 
2520	Midnight Manx	baileys irish cream	1 oz 
2521	Midnight Manx	goldschlager	dash 
2522	Midnight Manx	heavy cream	2 oz 
2523	Midnight Manx	coffee	2 oz Hazlenut 
2524	Martinez Cocktail	gin	1 oz 
2525	Martinez Cocktail	vermouth	1 oz 
2526	Martinez Cocktail	triple sec	1/4 tsp 
2527	Martinez Cocktail	orange bitters	1 dash 
2528	Martinez Cocktail	cherry	1 
